Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-113.89,52.18,RED DEER REGIONAL A,3025481,1/1/2017,2017,01,01,†,,,,,,,,,,,0,,0.4,,0.2,,21,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/2/2017,2017,01,02,†,,,,,,,,,,,0,,0,,0,,19,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/3/2017,2017,01,03,†,,,,,,,,,,,0,,0,T,0,,19,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/4/2017,2017,01,04,†,,,,,,,,,,,0,,0.4,,0.2,,19,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/5/2017,2017,01,05,†,,,,,,,,,,,0,,2.2,,2.2,,17,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/6/2017,2017,01,06,†,,,,,,,,,,,0,,0.6,,0.6,,19,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/7/2017,2017,01,07,†,,,,,,,,,,,0,,0.2,,0.2,,19,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/8/2017,2017,01,08,†,,,,,,,,,,,0,,3,,3,,18,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/9/2017,2017,01,09,†,,,,,,,,,,,0,,0.2,,0.2,,20,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/10/2017,2017,01,10,†,,,,,,,,,,,0,,0,T,0,,20,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/11/2017,2017,01,11,†,,,,,,,,,,,0,,0,T,0,,12,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/12/2017,2017,01,12,†,,,,,,,,,,,0,,0,,0,,14,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/13/2017,2017,01,13,†,,,,,,,,,,,0,,0,,0,,14,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/14/2017,2017,01,14,†,,,,,,,,,,,0,,0,,0,,14,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/15/2017,2017,01,15,†,,,,,,,,,,,0,,0,,0,,12,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/16/2017,2017,01,16,†,,,,,,,,,,,0,,0,,0,,12,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/17/2017,2017,01,17,†,,,,,,,,,,,0,,0,,0,,9,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/18/2017,2017,01,18,†,,,,,,,,,,,0,,0,,0,,7,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/19/2017,2017,01,19,†,,,,,,,,,,,0,,0,,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/20/2017,2017,01,20,†,,,,,,,,,,,0,,0,,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/21/2017,2017,01,21,†,,,,,,,,,,,0,,0,T,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/22/2017,2017,01,22,†,,,,,,,,,,,0,,0,,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/23/2017,2017,01,23,†,,,,,,,,,,,0,,0,,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/24/2017,2017,01,24,†,,,,,,,,,,,0,,0,,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/25/2017,2017,01,25,†,,,,,,,,,,,0,,0,,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/26/2017,2017,01,26,†,,,,,,,,,,,0,,0,,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/27/2017,2017,01,27,†,,,,,,,,,,,0,,0,,0,,4,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/28/2017,2017,01,28,†,,,,,,,,,,,0,,0,,0,,4,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/29/2017,2017,01,29,†,,,,,,,,,,,0,,0,T,0,,4,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/30/2017,2017,01,30,†,,,,,,,,,,,0,,0,T,0,,4,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,1/31/2017,2017,01,31,†,,,,,,,,,,,0,,0.4,,0.4,,4,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,2/1/2017,2017,02,01,†,,,,,,,,,,,0,,0,T,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,2/2/2017,2017,02,02,†,,,,,,,,,,,0,,0,,0,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,2/3/2017,2017,02,03,†,,,,,,,,,,,0,,3,,2.6,,5,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,2/4/2017,2017,02,04,†,,,,,,,,,,,0,,5.4,,3.6,,8,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,2/5/2017,2017,02,05,†,,,,,,,,,,,0,,3,,2.8,,11,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,2/6/2017,2017,02,06,†,,,,,,,,,,,0,,3.6,,2.6,,14,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,2/7/2017,2017,02,07,†,,,,,,,,,,,0,,0,T,0,,17,,,,,
-113.89,52.18,RED DEER REGIONAL A,3025481,2/8/2017,2017,02,08,†,,,,,,,,,,,0,,0,T,0,,17,,,,,
