Date,Day,Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Township,Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Wind Speed 10 m Avg. (km/h),Township,Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Wind Speed 10 m Avg. (km/h)
1/1/2018,Monday,3.58,2.8248,3.3518,T024R01W5,-30.01,-3.27,0.1,8.96,T052R24W4,-27.85,-6.67,0,8.62
1/2/2018,Tuesday,3.58,1.7509,2.0754,T024R01W5,-10.32,0.97,0,8.22,T052R24W4,-7.73,2.87,0,7.03
1/3/2018,Wednesday,6.625,1.5555,1.848,T024R01W5,-8.65,5.24,0,6.4,T052R24W4,-8.36,3.22,0,6.48
1/4/2018,Thursday,6.875,1.5478,1.8377,T024R01W5,-10.72,2.9,0,5.45,T052R24W4,-7.16,1.85,0,5.1
1/5/2018,Friday,4.42,1.3134,1.5431,T024R01W5,-10.51,8.97,0,9.45,T052R24W4,-9.86,-3,0,6.83
1/6/2018,Saturday,2.9,1.3134,1.5431,T024R01W5,-2.89,8.18,0,16.27,T052R24W4,-9.57,4.86,0,8.02
1/7/2018,Sunday,2.9,1.3134,1.5431,T024R01W5,-7.48,4.21,0,10.13,T052R24W4,-4.7,2.64,0,7.84
1/8/2018,Monday,2.9,1.2697,1.4953,T024R01W5,-4.56,8,0,8.17,T052R24W4,-8.61,-0.7,0,7.58
1/9/2018,Tuesday,2.88,1.6434,1.9407,T024R01W5,-18.12,-0.67,0,22.24,T052R24W4,-22.49,-8.45,1.01,20.05
1/10/2018,Wednesday,2.9,1.799,2.129,T024R01W5,-26.04,-18.07,0.61,15,T052R24W4,-24.68,-22.44,0.2,10.84
1/11/2018,Thursday,3.105,2.4851,2.9506,T024R01W5,-29.19,-23.11,0.2,9.24,T052R24W4,-28.71,-20.7,0,6.48
1/12/2018,Friday,3.235,1.6301,1.9342,T024R01W5,-25.51,-14.88,0,9.88,T052R24W4,-28.95,-20.63,0,10.12
1/13/2018,Saturday,4.015,1.6301,1.9342,T024R01W5,-15.22,2.93,0,6.25,T052R24W4,-22.1,1.37,0.1,7.81
1/14/2018,Sunday,4.015,1.6301,1.9342,T024R01W5,-8.52,2.46,1.83,8.95,T052R24W4,-17.53,-0.72,0.2,8.91
1/15/2018,Monday,4.015,1.6301,1.9342,T024R01W5,-10.91,-5.02,0,17.19,T052R24W4,-17.94,-6.64,0,17.01
1/16/2018,Tuesday,4.015,1.5458,1.8201,T024R01W5,-9.53,9.09,0,12.92,T052R24W4,-14.56,-2.83,0,6.38
1/17/2018,Wednesday,5.095,1.6316,1.9235,T024R01W5,-3.26,4.89,0,12.76,T052R24W4,-4.8,6.88,0.3,10.21
1/18/2018,Thursday,3.865,1.4791,1.7443,T024R01W5,-4.65,7.54,0,17.16,T052R24W4,-4.76,8.74,0,6.29
1/19/2018,Friday,3.375,1.5386,1.8165,T024R01W5,-6.09,3.6,0,15.9,T052R24W4,-1.95,4.78,0,9.63
1/20/2018,Saturday,3.18,1.5386,1.8165,T024R01W5,-6,3.88,0,13.84,T052R24W4,-7.58,-0.26,0.1,3.99
1/21/2018,Sunday,3.18,1.5386,1.8165,T024R01W5,-7.33,3.92,0,8.34,T052R24W4,-9.21,-3.52,0,8.89
1/22/2018,Monday,3.18,1.6459,1.9442,T024R01W5,-7.18,4.07,0,14.43,T052R24W4,-9.28,-0.56,0,5.59
1/23/2018,Tuesday,3.13,1.6979,2.0044,T024R01W5,-9.92,2.21,0,8.76,T052R24W4,-10.18,2.19,0,6.35
1/24/2018,Wednesday,3.365,1.7728,2.0767,T024R01W5,-7.81,5.14,0,5.38,T052R24W4,-9.37,-3.98,0,8.34
1/25/2018,Thursday,3.555,1.8257,2.1311,T024R01W5,-11.1,-4.27,0,10.78,T052R24W4,-8.84,-7.1,5.25,9.82
1/26/2018,Friday,3.57,1.9484,2.2754,T024R01W5,-15.02,-8.83,0,11.04,T052R24W4,-15.89,-8.66,5.56,16.73
1/27/2018,Saturday,3.51,1.9484,2.2754,T024R01W5,-19.85,-13.9,0.91,11.81,T052R24W4,-22.01,-14.44,1.01,6.16
1/28/2018,Sunday,3.51,1.9484,2.2754,T024R01W5,-20.01,-14.85,0.2,12.83,T052R24W4,-21.27,-13.45,0.3,7.72
1/29/2018,Monday,3.51,1.8702,2.1876,T024R01W5,-17.26,8,0,12.12,T052R24W4,-16.06,-8.45,0,14.11
1/30/2018,Tuesday,3.555,1.8232,2.1326,T024R01W5,-5.55,6.38,0,18.54,T052R24W4,-17.02,-7.93,0.1,13.96
1/31/2018,Wednesday,3.595,1.86,2.1671,T024R01W5,-18.84,-4.06,0.71,12.45,T052R24W4,-24.56,-17.01,0.2,8.49
2/1/2018,Thursday,3.205,1.8941,2.2047,T024R01W5,-19.57,-12.29,0,10.56,T052R24W4,-21.34,-17.24,0.7,7.94
2/2/2018,Friday,3.015,1.5548,1.8265,T024R01W5,-21.14,-17.56,0.18,10.09,T052R24W4,-20.95,-18.27,4.67,10.56
2/3/2018,Saturday,2.855,1.5548,1.8265,T024R01W5,-24.68,-18.35,3.67,17.71,T052R24W4,-25.17,-18.89,4.28,11.29
2/4/2018,Sunday,2.855,1.5548,1.8265,T024R01W5,-25.59,-8.43,1.84,7.8,T052R24W4,-28.69,-13.16,0,7.49
2/5/2018,Monday,2.855,1.5863,1.877,T024R01W5,-21.4,-11.96,0,11.61,T052R24W4,-22.53,-13.33,0,7.6
2/6/2018,Tuesday,2.79,1.5484,1.84,T024R01W5,-19.74,-10.45,0,15.12,T052R24W4,-22.59,-13.34,0,8.9
2/7/2018,Wednesday,2.745,1.5693,1.8663,T024R01W5,-15.34,-8.65,4.87,9.56,T052R24W4,-17.83,-13.85,0,5.33
2/8/2018,Thursday,2.725,1.7824,2.1296,T024R01W5,-26.6,-15.19,8.36,9.43,T052R24W4,-20.1,-15.31,0.1,7.31
2/9/2018,Friday,2.715,1.7242,2.0598,T024R01W5,-29.83,-11.57,0.18,3.59,T052R24W4,-25.59,-11.64,0,8.8
2/10/2018,Saturday,2.61,1.7242,2.0598,T024R01W5,-21.91,-4.25,0,10.17,T052R24W4,-14.01,-4.91,0.5,13.92
2/11/2018,Sunday,2.61,1.7242,2.0598,T024R01W5,-25.07,-7.55,0.73,11.8,T052R24W4,-25.31,-11.07,0.1,10.24
2/12/2018,Monday,2.61,1.5577,1.8621,T024R01W5,-28.96,1.85,0,12.98,T052R24W4,-25.01,-9.26,0,9.76
2/13/2018,Tuesday,2.56,1.6053,1.9173,T024R01W5,0.71,9.07,0,28.99,T052R24W4,-9.84,4.98,0.8,7.85
2/14/2018,Wednesday,2.575,1.6073,1.9141,T024R01W5,-14.91,4.02,0.18,22.39,T052R24W4,-18.64,3.09,0.8,16.58
2/15/2018,Thursday,2.505,1.6872,2.002,T024R01W5,-20.04,-3.7,0.09,12.84,T052R24W4,-21.11,-7.93,0,9.22
2/16/2018,Friday,2.49,1.626,1.9318,T024R01W5,-10.14,-1.49,0,19.9,T052R24W4,-10.74,-3.9,0,14.26
2/17/2018,Saturday,2.475,1.626,1.9318,T024R01W5,-14.6,-9.66,2.85,8.61,T052R24W4,-15.56,-9.36,0,11.75
2/18/2018,Sunday,2.475,1.626,1.9318,T024R01W5,-22.45,-14.28,0.09,15.14,T052R24W4,-19.3,-13.01,0,11.91
2/19/2018,Monday,2.475,1.626,1.9318,T024R01W5,-23.43,-13.28,0.09,8.03,T052R24W4,-18.38,-7.67,0,11.69
2/20/2018,Tuesday,2.475,1.7376,2.0787,T024R01W5,-21.48,-9.58,0,10.97,T052R24W4,-21.91,-12.87,0.2,9.34
2/21/2018,Wednesday,2.615,1.8779,2.2568,T024R01W5,-23.49,-7.05,0,6.25,T052R24W4,-21.92,-6.11,0,8.61
2/22/2018,Thursday,2.645,1.687,2.0317,T024R01W5,-17.03,-6.34,0,10.75,T052R24W4,-11.6,-2.98,0,9.55
2/23/2018,Friday,2.6,1.6257,1.9505,T024R01W5,-21.04,0.14,0,18.51,T052R24W4,-16.39,0.09,0,9.75
2/24/2018,Saturday,2.55,1.6257,1.9505,T024R01W5,-7.31,-0.81,0,25.56,T052R24W4,-6.98,-0.39,0,11.74
2/25/2018,Sunday,2.55,1.6257,1.9505,T024R01W5,-10.62,1.02,0,20.55,T052R24W4,-8.59,1.92,0,11.03
2/26/2018,Monday,2.55,1.5553,1.8712,T024R01W5,-14.63,-0.73,0,10.43,T052R24W4,-10.11,2.19,0,9.65
2/27/2018,Tuesday,2.585,1.6279,1.9673,T024R01W5,-9.62,1.12,0,23.15,T052R24W4,-7.51,4.09,0,11.36
2/28/2018,Wednesday,2.595,1.4472,1.7568,T024R01W5,-11.35,1.48,0,11.41,T052R24W4,-8.93,4.65,0,7.04
3/1/2018,Thursday,2.61,1.5428,1.8774,T024R01W5,-13.37,-5.48,0.2,8.41,T052R24W4,-8.98,-3.35,0,17.14
3/2/2018,Friday,2.61,1.579,1.9281,T024R01W5,-10.84,-7.7,8.77,13.85,T052R24W4,-11.37,-8.01,0.48,20.62
3/3/2018,Saturday,2.63,1.579,1.9281,T024R01W5,-13.67,-9.74,1.12,17.67,T052R24W4,-10.54,-6.77,5.97,12.33
3/4/2018,Sunday,2.63,1.579,1.9281,T024R01W5,-20.46,-9.85,0,6.21,T052R24W4,-17.64,-5.98,0.19,7.07
3/5/2018,Monday,2.63,1.5018,1.8479,T024R01W5,-23.32,-7.81,0,5.69,T052R24W4,-22.32,-3.41,0,4.57
3/6/2018,Tuesday,2.665,1.5226,1.8607,T024R01W5,-21.26,-5.88,0,7.2,T052R24W4,-17.67,-2.42,0,6.78
3/7/2018,Wednesday,2.73,1.5525,1.912,T024R01W5,-18.03,-5.12,0,5.48,T052R24W4,-19.55,-1.98,0,5.83
3/8/2018,Thursday,2.77,1.6044,1.9672,T024R01W5,-17.11,-6.44,0,10.4,T052R24W4,-17.76,-2.13,0,12.95
3/9/2018,Friday,2.71,1.547,1.8803,T024R01W5,-9.43,5.77,0,13.75,T052R24W4,-8.5,0.69,0,9.17
3/10/2018,Saturday,2.685,1.547,1.8803,T024R01W5,-12.58,4.12,0,8.22,T052R24W4,-11.01,7.17,0,8.05
3/11/2018,Sunday,2.685,1.547,1.8803,T024R01W5,-11.32,4.06,0,5.3,T052R24W4,-10.15,4.6,0,6.91
3/12/2018,Monday,2.685,1.6382,1.9929,T024R01W5,-11.03,6.83,0,8.24,T052R24W4,-11.67,3.61,0,8.68
3/13/2018,Tuesday,2.765,1.5706,1.9246,T024R01W5,-9.18,7.82,0,5.48,T052R24W4,-10.15,6.24,0,6.14
3/14/2018,Wednesday,2.765,1.6319,2.0025,T024R01W5,-9.58,3.61,0,5.35,T052R24W4,-12.35,2.67,0,10.41
3/15/2018,Thursday,2.655,1.6141,1.9975,T024R01W5,-7.26,-1.08,4.08,15.65,T052R24W4,-5.9,-1.25,0.29,7.84
3/16/2018,Friday,2.665,1.5703,1.9491,T024R01W5,-10.61,3.48,0.2,5.95,T052R24W4,-5.35,4.93,0,7.97
3/17/2018,Saturday,2.61,1.5703,1.9491,T024R01W5,-3.81,1.43,0.82,8.2,T052R24W4,-5.49,-0.8,5.58,5.17
3/18/2018,Sunday,2.61,1.5703,1.9491,T024R01W5,-4.61,-0.48,3.26,12.24,T052R24W4,-3.99,-0.26,2.5,7.9
3/19/2018,Monday,2.61,1.5603,1.9359,T024R01W5,-8.01,4.85,0,6.55,T052R24W4,-8.94,-0.03,0,8.74
3/20/2018,Tuesday,2.625,1.4772,1.8321,T024R01W5,-6.47,7.2,0,9.02,T052R24W4,-4.88,8.25,0,6.87
3/21/2018,Wednesday,2.66,1.4701,1.8054,T024R01W5,-4.81,4.01,0,7.51,T052R24W4,-1.75,4.23,0,9.57
3/22/2018,Thursday,2.7,1.582,1.9393,T024R01W5,-7.61,-1.16,2.65,7.55,T052R24W4,-1.68,1.58,0,23.02
3/23/2018,Friday,2.62,1.5357,1.8731,T024R01W5,-8.91,6.09,0,15.6,T052R24W4,-1.31,4.81,1.06,17.65
3/24/2018,Saturday,2.565,1.5357,1.8731,T024R01W5,-6.1,2.41,0,9.16,T052R24W4,-4.5,1.65,0,9.84
3/25/2018,Sunday,2.565,1.5357,1.8731,T024R01W5,-9.49,4.48,0,12.05,T052R24W4,-6.96,4.91,0,8.08
3/26/2018,Monday,2.565,1.4882,1.8149,T024R01W5,-5.71,6.06,0,16.86,T052R24W4,-7.01,7.38,0.1,11.71
3/27/2018,Tuesday,2.58,1.6459,2.0036,T024R01W5,-1.66,8.82,0,18.17,T052R24W4,-7.19,-0.19,2.79,12.27
3/28/2018,Wednesday,2.6,1.6863,2.0597,T024R01W5,-4.07,2.65,0.92,9.33,T052R24W4,-8.08,1.49,0.77,7.8
3/29/2018,Thursday,2.64,1.6892,2.0656,T024R01W5,-8.76,-1.96,0.51,11.64,T052R24W4,-12.74,-4.71,0.67,10.75
3/30/2018,Friday,2.64,1.6892,2.0656,T024R01W5,-13.09,-8.04,0.92,15.1,T052R24W4,-16.14,-10.3,2.21,12.83
3/31/2018,Saturday,2.64,1.6892,2.0656,T024R01W5,-19.92,-9.63,0.71,9.96,T052R24W4,-20.34,-6.14,0,8.94
4/1/2018,Sunday,2.755,1.6892,2.0656,T024R01W5,-15.86,-6.92,0.21,8.04,T052R24W4,-19.05,-1.21,0,4.61
4/2/2018,Monday,2.755,1.6618,2.0347,T024R01W5,-12.7,-5.41,0,9.57,T052R24W4,-18.02,-2.67,0,7.12
4/3/2018,Tuesday,2.72,1.4265,1.7303,T024R01W5,-15.83,-3.95,0,8.13,T052R24W4,-15.41,-2.56,0,7.33
4/4/2018,Wednesday,2.695,1.6312,1.9799,T024R01W5,-13.08,0.16,0,15.07,T052R24W4,-15.21,-5.01,0,10.49
4/5/2018,Thursday,2.77,1.6714,2.0245,T024R01W5,-13.66,-6.85,0.21,13.74,T052R24W4,-15.49,-9.62,0,12.04
4/6/2018,Friday,2.765,1.6845,2.0378,T024R01W5,-15.99,-9.86,0,20.97,T052R24W4,-18.6,-9.01,0,14.84
4/7/2018,Saturday,2.775,1.6845,2.0378,T024R01W5,-14.76,-8.63,2.85,12.01,T052R24W4,-12.89,-5.97,0.1,16.46
4/8/2018,Sunday,2.775,1.6845,2.0378,T024R01W5,-9.79,-4.1,2.95,9.66,T052R24W4,-9.99,-2.05,0.2,10.42
4/9/2018,Monday,2.775,0.5104,0.6145,T024R01W5,-6.41,6.32,0,7.97,T052R24W4,-8.85,5.71,0,5.99
4/10/2018,Tuesday,2.715,1.1195,1.3381,T024R01W5,-3.39,8.76,0,7.9,T052R24W4,-2.67,6.76,0.1,12.03
4/11/2018,Wednesday,2.69,1.2205,1.4555,T024R01W5,-5,8.02,0,11.95,T052R24W4,-3.44,0.77,0.69,9.8
4/12/2018,Thursday,2.695,0.6407,0.7642,T024R01W5,-3.98,-1.73,2.53,14.28,T052R24W4,-3.87,-1.36,0,12.97
4/13/2018,Friday,2.71,0.6221,0.7433,T024R01W5,-4,7.52,0.21,11.62,T052R24W4,-2.47,4.77,1.58,16.17
4/14/2018,Saturday,2.77,0.6221,0.7433,T024R01W5,-2.7,10.27,0,8,T052R24W4,-0.7,10.46,0,10.2
4/15/2018,Sunday,2.77,0.6221,0.7433,T024R01W5,-1.87,8.28,0.11,11.76,T052R24W4,-0.11,6.56,0,8.84
4/16/2018,Monday,2.77,1.0534,1.2562,T024R01W5,-1.69,1.18,7.69,17.38,T052R24W4,-0.15,1.73,11.16,12.77
4/17/2018,Tuesday,2.82,1.0887,1.2946,T024R01W5,-4.93,4,0,7.56,T052R24W4,-0.29,3.72,0.3,11.34
4/18/2018,Wednesday,2.83,0.5849,0.7003,T024R01W5,-4.48,8.48,0,11.89,T052R24W4,-1.53,9.62,0,10.83
4/19/2018,Thursday,2.845,0.4772,0.5717,T024R01W5,-4.68,9.75,0,9.5,T052R24W4,-1.44,12.05,0,12.99
4/20/2018,Friday,2.77,0.9922,1.1984,T024R01W5,-0.47,12.48,0,11.88,T052R24W4,-0.08,14.95,0,8.59
4/21/2018,Saturday,2.72,0.9922,1.1984,T024R01W5,1.45,14.22,0,17.97,T052R24W4,4.63,9.13,2.07,13.1
4/22/2018,Sunday,2.72,0.9922,1.1984,T024R01W5,0.26,11.04,0,14.75,T052R24W4,2.76,9.98,0,22.14
4/23/2018,Monday,2.72,0.4755,0.5789,T024R01W5,-1.56,13.39,0,13.16,T052R24W4,-0.44,14.71,0,8.46
4/24/2018,Tuesday,2.74,0.6811,0.8279,T024R01W5,-0.23,20.61,0,10.5,T052R24W4,1.77,20.81,0,8.93
4/25/2018,Wednesday,2.77,1.4019,1.7103,T024R01W5,3.68,14.74,0,16.91,T052R24W4,6.58,15.97,0,12.8
4/26/2018,Thursday,2.79,1.557,1.899,T024R01W5,1.5,21.16,0,8.1,T052R24W4,4.3,19.48,0,9.26
4/27/2018,Friday,2.805,1.5198,1.8527,T024R01W5,2.81,22.86,0,16.94,T052R24W4,5.9,24.19,0,15.96
4/28/2018,Saturday,2.77,1.5198,1.8527,T024R01W5,2.67,26.16,0,9.97,T052R24W4,7.01,27.37,0,9.81
4/29/2018,Sunday,2.77,1.5198,1.8527,T024R01W5,1.82,17.48,4.11,24.21,T052R24W4,3.34,16.41,0.1,17.79
4/30/2018,Monday,2.77,0.3537,0.4297,T024R01W5,1.26,13.9,0.11,7.93,T052R24W4,-1.48,16.78,0,9.27
5/1/2018,Tuesday,2.68,0.1292,0.1576,T024R01W5,4.38,12.98,0,18.23,T052R24W4,4.86,13.55,0,15.59
5/2/2018,Wednesday,2.75,0.1057,0.1287,T024R01W5,-0.58,19.99,0,14.56,T052R24W4,4.56,20.54,0.09,12.65
5/3/2018,Thursday,2.735,0.1142,0.1394,T024R01W5,2.91,21.74,0,16.54,T052R24W4,5.37,18.37,0,13.12
5/4/2018,Friday,2.69,-0.0461,-0.0562,T024R01W5,7.29,21.23,0,12.95,T052R24W4,6.8,21.56,0,12.14
5/5/2018,Saturday,2.685,-0.0461,-0.0562,T024R01W5,5.53,20.89,0,7.22,T052R24W4,9.39,22.11,0,11.14
5/6/2018,Sunday,2.685,-0.0461,-0.0562,T024R01W5,4.51,23.83,0,7.34,T052R24W4,6.84,26.68,0,6.63
5/7/2018,Monday,2.685,0.4586,0.5586,T024R01W5,8.65,23.73,0,14.5,T052R24W4,9.67,25.86,0,11.83
5/8/2018,Tuesday,2.71,0.493,0.6058,T024R01W5,11.81,22.72,0,17.3,T052R24W4,11.29,25.4,0.73,15.73
5/9/2018,Wednesday,2.715,0.5471,0.6664,T024R01W5,4.34,14.05,1.4,14.23,T052R24W4,3.59,12.46,0,17.68
5/10/2018,Thursday,2.725,0.5133,0.6222,T024R01W5,2.3,10.51,1.51,9.64,T052R24W4,3.46,7.18,1.56,15.36
5/11/2018,Friday,2.735,0.21,0.2544,T024R01W5,3.23,16.33,0,15.74,T052R24W4,0.92,21.52,0,6.19
5/12/2018,Saturday,2.755,0.21,0.2544,T024R01W5,3.17,22.12,0,8.72,T052R24W4,6.85,25.07,0,12.96
5/13/2018,Sunday,2.755,0.21,0.2544,T024R01W5,7.93,23.17,0,15.39,T052R24W4,9.92,23.7,0,10.53
5/14/2018,Monday,2.755,0.1238,0.1498,T024R01W5,7.48,27.7,0,11.76,T052R24W4,6.96,27.91,0,8.56
5/15/2018,Tuesday,2.825,0.7374,0.8994,T024R01W5,10.9,28.66,0,10.85,T052R24W4,10.13,27.67,0,10.02
5/16/2018,Wednesday,2.835,1.5274,1.8572,T024R01W5,11.73,25.01,0,24.96,T052R24W4,11.66,25.02,0,15.25
5/17/2018,Thursday,2.775,1.5708,1.908,T024R01W5,5.86,12.05,10.12,21.06,T052R24W4,8.01,17.11,4.13,11.66
5/18/2018,Friday,2.72,1.3712,1.675,T024R01W5,5.37,15.11,1.29,12.7,T052R24W4,3.79,19.52,0.09,10.64
5/19/2018,Saturday,2.755,1.3712,1.675,T024R01W5,3.32,16.63,0.11,23.9,T052R24W4,7.6,23.3,0,19.01
5/20/2018,Sunday,2.755,1.3712,1.675,T024R01W5,3.29,24.54,0,13.1,T052R24W4,8.86,24.43,0,15.19
5/21/2018,Monday,2.755,1.3712,1.675,T024R01W5,8.9,23.33,0,10.97,T052R24W4,11.7,25.19,0,12.45
5/22/2018,Tuesday,2.77,1.0239,1.2399,T024R01W5,9.47,26.02,0,10.15,T052R24W4,9.68,28.16,0,6.39
5/23/2018,Wednesday,2.785,1.6263,1.9859,T024R01W5,8.7,26.91,0,9.51,T052R24W4,12.63,29.78,0,10.67
5/24/2018,Thursday,2.86,1.5842,1.9382,T024R01W5,11.36,27.1,0,15.61,T052R24W4,14.37,27.21,1.01,11.55
5/25/2018,Friday,2.87,1.3662,1.6795,T024R01W5,8.46,27.5,0,7.82,T052R24W4,11.79,27.52,0.28,9.8
5/26/2018,Saturday,2.89,1.3662,1.6795,T024R01W5,10.82,23.16,0,16.81,T052R24W4,12.05,21.18,0.55,13.68
5/27/2018,Sunday,2.89,1.3662,1.6795,T024R01W5,8.27,24.75,0,12.85,T052R24W4,8.15,24.66,0,7.16
5/28/2018,Monday,2.89,1.3662,1.6795,T024R01W5,9.71,29.12,0,12.6,T052R24W4,13.35,28.45,2.66,16.73
5/29/2018,Tuesday,2.89,1.4516,1.7924,T024R01W5,7.96,17.19,0,17.97,T052R24W4,10.83,17.92,0,11.48
5/30/2018,Wednesday,2.825,1.4817,1.8035,T024R01W5,6.1,15.71,3.44,12.67,T052R24W4,7.31,13.46,7.43,10.84
5/31/2018,Thursday,2.83,1.5459,1.9002,T024R01W5,5.23,7.92,10.12,9.98,T052R24W4,6.84,13.91,0,10.25
6/1/2018,Friday,2.885,1.0674,1.31,T024R01W5,5.6,15.5,9.86,8,T052R24W4,7.39,12.37,2.09,8.19
6/2/2018,Saturday,2.895,1.0674,1.31,T024R01W5,3.54,20.83,0.11,15.06,T052R24W4,4.15,19.54,0.63,10.43
6/3/2018,Sunday,2.895,1.0674,1.31,T024R01W5,5,23.52,0,14.17,T052R24W4,5.97,23.34,0,10.21
6/4/2018,Monday,2.895,-0.017,-0.0208,T024R01W5,6.57,19.78,0.77,16.8,T052R24W4,9.62,20.6,0.52,14.32
6/5/2018,Tuesday,2.905,0.4182,0.5156,T024R01W5,2.97,19.78,0,9.87,T052R24W4,7.58,18.42,0,8.11
6/6/2018,Wednesday,2.865,0.8571,1.0486,T024R01W5,5.33,23.35,0,10.38,T052R24W4,8,23.4,0,6.93
6/7/2018,Thursday,2.85,0.806,0.9922,T024R01W5,8.16,26.1,0,9.17,T052R24W4,10.03,27.94,0,8.7
6/8/2018,Friday,2.93,0.5238,0.6434,T024R01W5,10.92,27.3,0,12.6,T052R24W4,15.03,27.02,0,11.69
6/9/2018,Saturday,2.86,0.5238,0.6434,T024R01W5,12.12,25.92,0,16.73,T052R24W4,13.67,26.54,0.21,14.32
6/10/2018,Sunday,2.86,0.5238,0.6434,T024R01W5,5.18,12.64,11.94,15.83,T052R24W4,6.46,13.86,33.58,17.82
6/11/2018,Monday,2.86,0.2774,0.3414,T024R01W5,4.61,16.74,0,24.14,T052R24W4,6.62,14.39,13.77,30.86
6/12/2018,Tuesday,2.95,0.715,0.8802,T024R01W5,8.14,19.58,0,24.59,T052R24W4,8.43,17.16,0,24.68
6/13/2018,Wednesday,2.92,1.0412,1.2793,T024R01W5,10.34,22.03,0,13.9,T052R24W4,6.36,21.04,0,8.34
6/14/2018,Thursday,2.94,0.7514,0.9309,T024R01W5,7.42,12.77,0,16.49,T052R24W4,10.14,20.83,0.21,9.24
6/15/2018,Friday,2.955,0.5213,0.6507,T024R01W5,5.27,17.34,0.44,9.91,T052R24W4,7.72,21.1,0.94,7.46
6/16/2018,Saturday,2.975,0.5213,0.6507,T024R01W5,8.71,15.79,6.14,16.89,T052R24W4,10.37,22.33,0.42,10.56
6/17/2018,Sunday,2.975,0.5213,0.6507,T024R01W5,4.76,21.49,0,9.2,T052R24W4,8,24.48,0.1,8.44
6/18/2018,Monday,2.975,-0.0248,-0.0311,T024R01W5,7.41,21.51,0,9.6,T052R24W4,11.18,27.07,0,8.83
6/19/2018,Tuesday,2.97,0.2669,0.3356,T024R01W5,8.4,24.66,0,10.14,T052R24W4,12.38,27.98,0,7.58
6/20/2018,Wednesday,2.905,0.7029,0.8857,T024R01W5,9.8,26.62,0,14.94,T052R24W4,13.97,28.19,0,11.89
6/21/2018,Thursday,2.95,1.1375,1.4366,T024R01W5,10.78,26.05,0,10.34,T052R24W4,15.34,29.45,0,10.33
6/22/2018,Friday,3,1.2846,1.6217,T024R01W5,10.33,24.06,4.93,13.17,T052R24W4,15.14,26.08,0.63,8.77
6/23/2018,Saturday,2.94,1.2846,1.6217,T024R01W5,12.26,20.47,28.6,20.05,T052R24W4,14.97,25.31,0,11.24
6/24/2018,Sunday,2.94,1.2846,1.6217,T024R01W5,10.94,25.14,0,10.08,T052R24W4,14.38,28.25,0,9.12
6/25/2018,Monday,2.94,1.2864,1.6233,T024R01W5,11.92,26.81,0,20.77,T052R24W4,15.95,29.01,0,18.13
6/26/2018,Tuesday,2.93,0.7632,0.9615,T024R01W5,8.71,19.5,0,26.14,T052R24W4,11.82,19.65,0,10.83
6/27/2018,Wednesday,2.93,0.5689,0.7171,T024R01W5,6.73,23.11,0,17.87,T052R24W4,11.06,21.54,0,15.82
6/28/2018,Thursday,2.995,0.9143,1.1487,T024R01W5,9.05,19.22,0.99,12.14,T052R24W4,8.57,22.62,0,11.93
6/29/2018,Friday,2.965,1.2909,1.608,T024R01W5,8.69,18.9,2.96,9.44,T052R24W4,12.09,23.07,0,10.09
6/30/2018,Saturday,2.965,1.2909,1.608,T024R01W5,6.52,21.66,0,10.33,T052R24W4,8.98,21.65,0.83,8.32
7/1/2018,Sunday,2.9,1.2909,1.608,T024R01W5,7.77,20.74,0,11.38,T052R24W4,9.34,19.28,0.1,16.25
7/2/2018,Monday,2.9,1.2909,1.608,T024R01W5,5.92,15.88,1.4,12.81,T052R24W4,10.23,17.44,0.3,11.94
7/3/2018,Tuesday,2.87,0.9766,1.2176,T024R01W5,7.67,15.21,0.11,19.88,T052R24W4,8.83,20.02,0.39,6.79
7/4/2018,Wednesday,2.865,0.9766,1.2176,T024R01W5,8.88,19.33,3.34,13.58,T052R24W4,10.64,22.33,0,8.37
7/5/2018,Thursday,2.865,1.1079,1.3784,T024R01W5,8.59,25.61,0,18.66,T052R24W4,10.63,27.8,0,14.53
7/6/2018,Friday,2.86,0.877,1.0881,T024R01W5,12.33,32.77,0,12.14,T052R24W4,16.12,29.7,0.59,11.28
7/7/2018,Saturday,2.85,0.877,1.0881,T024R01W5,11.44,24.52,0,16.32,T052R24W4,11.45,21.62,7.08,12.93
7/8/2018,Sunday,2.85,0.877,1.0881,T024R01W5,6.89,24.55,0,10.82,T052R24W4,8.92,22.6,0,8.29
7/9/2018,Monday,2.85,0.9785,1.216,T024R01W5,9.43,27.78,0,9.67,T052R24W4,12.61,26.74,1.87,7.62
7/10/2018,Tuesday,2.855,1.2895,1.6035,T024R01W5,9.92,21.65,7.87,10.45,T052R24W4,13.96,26.04,8.26,9.83
7/11/2018,Wednesday,2.845,1.4072,1.7511,T024R01W5,12.67,25.06,0,12.31,T052R24W4,13.97,26.1,1.57,12.19
7/12/2018,Thursday,2.835,1.3078,1.6312,T024R01W5,9.88,26.89,0,9.26,T052R24W4,14.27,26.59,0,7.73
7/13/2018,Friday,2.84,1.0059,1.2557,T024R01W5,10.24,31.42,0,14.64,T052R24W4,11.8,22.89,24.29,11.16
7/14/2018,Saturday,2.8,1.0059,1.2557,T024R01W5,7.34,21.06,1.08,17.12,T052R24W4,10.52,19.65,0,17.46
