,,,,,,,,Supply and Disposition of NGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Unit = m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Run Date:  26 March 2018,,,,,,,,,,,,,,,Year To Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,2017,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,2018,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,2019,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,2020,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,2021,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,2022,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,2023
,Supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NGL Injection,"54,793.50","43,114.70","36,819.40","16,789.90","16,665.40","17,955.00","14,140.00","13,192.20","8,308.50","12,402.40","11,494.10","14,107.50",,"259,782.60","8,124.00","10,426.50","10,556.70","8,665.50","4,082.30","4,560.30","5,042.20","2,701.50","3,641.70","3,237.90","5,425.40","6,406.50",,"72,870.50","12,165.30","9,470.10","12,206.30","9,274.40","13,820.90","24,709.50","21,874.90","22,718.50","19,408.50","22,286.80","20,885.90","22,550.40",,"211,371.50","27,715.80","20,705.10","22,051.50","22,670.90","20,958.40","17,815.80","16,339.10","15,982.10","18,031.10","17,824.90","13,760.60","13,570.00",,"227,425.30","16,986.90","16,215.20","13,191.60","12,810.20","12,983.30","15,461.00","12,889.10","11,395.50","16,175.80","19,940.20","14,951.80","11,102.60",,"174,103.20","12,737.30","9,025.00","8,302.70","8,341.10","7,925.90","2,602.10","5,307.40","5,060.50","2,753.00","3,569.60","3,920.40","5,803.80",,"75,348.80","4,010.00","3,285.40","3,128.60","3,007.70","2,872.80","2,519.40",802.1,658.6,542.9,"1,217.70",529.7, -   ,,"22,574.90"
,,Oil Sands Facilities,"4,083.90","2,981.10","3,638.10","2,020.80","3,722.90","4,497.90","5,998.20","3,539.50",897.2,"5,631.00","5,550.40","3,508.50",,"46,069.50","4,012.80","2,754.00","3,471.60","4,404.90","2,453.30","1,614.80","5,254.10","4,357.70","3,248.30","5,443.70","5,065.20","2,977.80",,"45,058.20","3,351.60","2,799.20","2,962.00","2,655.30","2,767.80","3,970.00","3,962.50","2,159.30",958.5,"3,961.70","3,184.40","3,478.50",,"36,210.80","3,119.30","5,865.60","2,476.10",276,"2,755.50","4,782.00","5,003.80","5,141.10","3,528.90","6,849.00","2,887.90","3,544.40",,"46,229.60","2,773.70",908.4,"4,490.90","1,677.20","2,563.90","5,484.10","6,525.70","4,776.40","4,074.80","3,299.10","3,718.00","2,463.70",,"42,755.90","2,639.60","2,573.90","3,110.20",537.4,"1,788.00","4,550.50","4,581.20","5,419.10","3,820.00","4,601.20","3,018.40","2,562.80",,"39,202.30","3,767.80","1,610.80",720.8,"1,369.70","2,123.40","4,977.00","5,613.60","3,391.10","3,687.80","2,618.60","3,803.80", -   ,,"33,684.40"
,,Alberta Other Sales  ,"67,785.00","73,010.00","76,543.80","59,438.30","78,186.60","82,734.40","93,433.30","94,659.00","79,532.40","101,203.80","79,220.10","107,031.90",,"992,778.60","109,948.70","106,124.20","123,603.00","66,194.70","48,190.10","68,950.20","91,612.30","122,391.90","121,170.80","119,365.50","124,487.10","163,726.70",,"1,265,765.20","160,523.00","131,843.00","153,160.30","143,951.80","158,142.00","148,942.30","135,094.50","145,703.50","133,389.60","145,187.20","141,646.50","160,944.20",,"1,758,527.90","141,693.60","121,893.20","149,248.80","118,219.00","135,254.50","136,622.70","117,951.60","104,520.10","115,210.50","96,731.60","102,983.10","121,773.50",,"1,462,102.20","125,352.40","112,955.80","150,107.40","146,311.10","117,507.00","136,616.90","108,805.30","138,256.80","74,155.60","96,100.10","106,498.90","115,682.60",,"1,428,349.90","91,736.00","128,161.00","136,208.40","108,510.90","114,591.10","127,486.80","136,034.70","90,409.60","77,856.50","128,166.50","72,295.80","77,453.60",,"1,288,910.90","87,225.80","87,229.00","92,338.50","83,927.80","86,257.70","84,812.40","87,067.80","84,353.20","63,492.70","27,280.00","70,379.60", -   ,,"854,364.50"
,,Total Alberta Use,"126,909.70","119,370.40","117,357.00","78,638.50","98,976.90","105,624.40","114,272.70","111,889.90","89,273.50","119,728.40","96,862.60","125,179.90",,"1,304,083.90","122,590.20","119,735.20","138,142.20","79,772.10","55,293.20","75,571.30","102,389.70","129,936.60","128,084.20","128,171.00","135,546.90","173,663.00",,"1,388,895.60","176,114.80","144,597.70","168,953.30","156,065.90","175,258.70","177,959.50","161,613.70","171,030.50","153,921.10","171,454.10","165,864.20","187,157.50",,"2,009,991.00","172,606.80","148,516.50","174,186.90","141,288.80","159,087.40","159,229.40","139,317.10","125,671.10","136,808.30","121,621.20","119,984.90","139,275.70",,"1,737,594.10","145,202.50","130,132.60","167,849.00","160,899.60","133,140.30","157,598.40","128,275.50","154,458.30","94,436.50","119,570.90","125,299.00","129,302.60",,"1,646,165.20","107,143.00","139,811.60","147,693.90","117,456.30","124,395.00","134,670.80","145,980.40","100,905.40","84,456.10","136,401.20","79,272.50","87,647.90",,"1,405,834.10","95,025.70","92,172.00","96,209.40","88,325.00","91,274.30","92,326.30","93,518.30","88,413.50","67,744.70","31,131.20","74,713.10", -   ,,"910,853.50"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Removals From Alberta,"409,110.90","381,138.30","413,715.70","370,280.20","341,325.10","272,406.00","425,592.40","404,897.10","372,952.90","399,005.60","386,056.70","372,588.20",,"4,549,069.10","419,291.30","422,937.70","452,615.00","360,573.40","361,665.70","277,201.00","295,177.70","348,321.60","425,425.40","506,813.90","427,656.60","564,347.50",,"4,862,026.80","478,557.10","384,332.50","418,426.70","364,936.70","372,741.20","387,534.20","395,086.70","341,108.20","325,976.60","382,774.60","413,746.70","421,564.20",,"4,686,785.40","405,450.00","372,157.10","351,668.20","421,832.30","339,954.20","291,586.90","328,225.50","261,779.50","392,227.30","353,518.90","391,464.20","428,815.50",,"4,338,679.60","416,178.90","349,511.00","348,310.60","337,461.30","374,234.90","282,436.00","227,790.20","234,894.90","288,130.90","384,228.40","374,038.00","376,520.40",,"3,993,735.50","236,770.20","293,043.20","408,426.10","423,698.10","310,237.30","311,298.90","285,873.80","365,292.70","457,050.40","443,219.60","441,373.60","457,181.70",,"4,433,465.60","350,392.70","342,572.40","298,933.50","247,401.60","300,571.10","327,512.40","429,072.90","373,562.70","315,521.60","351,764.90","312,612.40", -   ,,"3,649,918.20"
  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Reporting Adjustment,-33.7,-28.2,-35.7,-26.9,689.7,-33.1,-13.1,-20.2,-43.6,-36.2,-26.8,-96.3,,295.9,-37.1,-30.6,-55.8,-33,-34.8,-31.7,-31.5,-15.8,-49.1,-68.5,-63.1,-58.4,,-509.4,-57,"1,090.60","3,880.60","5,141.70","5,376.90","5,188.40","5,654.00","3,694.80","2,030.30","2,044.30","1,081.50","1,096.40",,"36,222.50",995.3,744.4,734.4,-14.3,-0.5,-25.7,-17.8,-164.4,9.1,14.4,14.1,12.8,,"2,301.80",11.6,18.3,22.8,22.4,11.1,17.5,-21.6,-14.7,"1,165.30","21,595.70","19,361.00",105.4,,"42,294.80",-9.1,-11.4,-9.4,708.7,"2,847.90",-2,-635.9,-49.8,-209.9,-185.7,-172.6,26.6,,"2,297.40","1,375.20","8,819.10","14,741.10","12,548.60","11,744.40","15,626.70","38,162.50",902.6,-201.4,36.1,-241, -   ,,"103,513.90"
,,as percent,-0.01%,-0.01%,-0.01%,-0.01%,0.16%,-0.01%,0.00%,0.00%,-0.01%,-0.01%,-0.01%,-0.02%,,0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,0.00%,-0.01%,-0.01%,-0.01%,-0.01%,,-0.01%,0.00%,0.20%,0.70%,1.00%,1.00%,0.90%,1.00%,0.70%,0.40%,0.40%,0.20%,0.20%,,0.50%,0.20%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,4.10%,3.70%,0.00%,,0.70%,0.00%,0.00%,0.00%,0.10%,0.70%,0.00%,-0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.30%,2.00%,3.60%,3.60%,2.90%,3.60%,6.80%,0.20%,-0.10%,0.00%,-0.10%,,,2.20%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL DISPOSITION,"535,986.90","500,480.50","531,037.00","448,891.80","440,991.70","377,997.30","539,852.00","516,766.80","462,182.80","518,697.80","482,892.50","497,671.80",,"5,853,448.90","541,844.40","542,642.30","590,701.40","440,312.50","416,924.10","352,740.60","397,535.90","478,242.40","553,460.50","634,916.40","563,140.40","737,952.10",,"6,250,413.00","654,614.90","530,020.80","591,260.60","526,144.30","553,376.80","570,682.10","562,354.40","515,833.50","481,928.00","556,273.00","580,692.40","609,818.10",,"6,732,998.90","579,052.10","521,418.00","526,589.50","563,106.80","499,041.10","450,790.60","467,524.80","387,286.20","529,044.70","475,154.50","511,463.20","568,104.00",,"6,078,575.50","561,393.00","479,661.90","516,182.40","498,383.30","507,386.30","440,051.90","356,044.10","389,338.50","383,732.70","525,395.00","518,698.00","505,928.40",,"5,682,195.50","343,904.10","432,843.40","556,110.60","541,863.10","437,480.20","445,967.70","431,218.30","466,148.30","541,296.60","579,435.10","520,473.50","544,856.20",,"5,841,597.10","446,793.60","443,563.50","409,884.00","348,275.20","403,589.80","435,465.40","560,753.70","462,878.80","383,064.90","382,932.20","387,084.50", -   ,,"4,664,285.60"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Note:  All NGL removal volumes from Alberta are aggregated as specific destinations are not available. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
