Date,Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Electricity_Daily_Average,Electricity_Daily_On_Peak_Average,Electricity_Daily_Off_Peak_Average,Electricity_30Ravg Average,Electricity_30Ravg_On_Peak_Average,Electricity_30Ravg_ Off_Peak_Average,Measured Receipts Volume (103M3),NGTL_Storage_Receipts_Volume_(103M3),NGTL_Gordondale_Receipts_Volume_(103M3),NGTL_Groundbirch_East_Receipts_Volume_(103M3),NGTL_Intra_Provincial_Deliveries_Volume_(103M3),NGTL_Border_Deliveries_Volume_(103M3),NGTL_Empress_Deliveries_Volume_(103M3),NGTL_ABC_Deliveries_Volume_(103M3),NGTL_McNeil_Deliveries_Volume_(103M3),NGTL_Gordondale_Deliveries_Volume_(103M3),NGTL_Storage_Deliveries_Volume_(103M3)
5/23/2018,2.785,1.6263,1.9859,323.79,471.15,29.05,64.34,85.11,22.8,340823.1,21513.6,3267.9,9379.4,130685.2,191201.3,77678.6,63981.3,39817.7,0,1.6
5/24/2018,2.86,1.5842,1.9382,32.36,34.66,27.77,64.44,85.23,22.85,335978.7,10097.4,2285.1,9388,131278.3,189285.5,77490.2,65296.5,38295.4,0,0.1
5/25/2018,2.87,1.3662,1.6795,38.39,44.06,27.05,64.74,85.62,22.97,327970.1,2.7,2561.8,8336.4,144306.5,188653.9,79884.3,61673.3,39003.2,0,11758.3
5/26/2018,2.89,1.3662,1.6795,28.33,29.71,25.57,64.52,85.32,22.92,334173.3,145.1,2841,7873,132934.3,189404.3,78541.7,63087.1,39911.7,0,968.5
5/27/2018,2.89,1.3662,1.6795,29.82,35.86,17.75,64.51,85.47,22.58,334171.6,0.3,2841.1,8678.1,143226.8,190591.3,79437.6,63182.4,39779.2,0,13718.7
5/28/2018,2.89,1.3662,1.6795,40.82,48.24,25.98,64.88,86.04,22.57,329137.5,64.3,2999.8,9263.4,142666.9,186207.2,77122,63667.6,38951.5,0,21268
5/29/2018,2.89,1.4516,1.7924,26.18,30.27,18,65.12,86.23,22.9,330447.7,0,1094.5,10881,133226.9,194040.4,80888.9,64778.4,41763.8,0,7929.6
5/30/2018,2.825,1.4817,1.8035,29.17,30.61,26.29,64.93,85.97,22.86,327101.7,0.4,1216.4,7430.2,131087.6,197676.4,81849.3,65955.2,42589.9,0,3424.8
5/31/2018,2.83,1.5459,1.9002,28.78,30.88,24.57,65.16,86.05,23.39,332842.1,8322.9,1056.3,6286.9,135286.6,195220.7,77718.7,66150.6,43472.3,0.8,3347.2
6/1/2018,2.885,1.0674,1.31,27.38,28.07,25.99,65.17,85.94,23.64,331775.7,4188.1,993.1,6807.5,134996,194714.6,77664.7,65816.2,43113.1,0,7068.6
6/2/2018,2.895,1.0674,1.31,23.91,25.53,20.68,65.08,85.81,23.6,349985.5,25.4,3473.4,10705.8,157624.2,192706.9,76310.4,65334.3,42722.2,0,29477
6/3/2018,2.895,1.0674,1.31,25.16,26.68,22.11,64.98,85.73,23.48,352546.5,213.6,2732.7,9388.7,137975.4,191655.1,77939.3,63573.9,41771.8,0,4212.4
6/4/2018,2.895,-0.017,-0.0208,19.81,23.5,12.44,64.71,85.49,23.16,337655.9,0.4,113.4,7182.2,151107.4,186410.1,78112.4,60677.2,39620.2,0,12001.1
6/5/2018,2.905,0.4182,0.5156,26.12,27.32,23.72,64.61,85.36,23.12,331389.2,0.5,4139,3658.8,149169.6,184611.7,74258.5,62391.5,39003.3,0,11793.8
6/6/2018,2.865,0.8571,1.0486,25.64,29.9,17.13,64.64,85.39,23.15,335491.9,0.6,5030.3,2596.2,133956.6,186670.9,76725.4,62065,39438.8,0,946.4
6/7/2018,2.85,0.806,0.9922,43.25,52.11,25.52,65.34,86.1,23.81,333866.8,1.7,5096.7,4833.6,136059.4,186971.1,75501.6,62149.5,41005,0,5527.9
6/8/2018,2.93,0.5238,0.6434,160.66,228.12,25.73,69.72,92.69,23.79,336765.2,0,5058.6,3763.7,149981.9,187391,78753.3,58645.8,41001.7,0,18111.7
6/9/2018,2.86,0.5238,0.6434,115.91,159.86,28.01,72.39,96.69,23.78,342454.6,0.2,5201.4,5644.5,146525.1,191375.3,76613.4,63954,40540.3,0,16522.1
6/10/2018,2.86,0.5238,0.6434,20.77,21.3,19.72,71.96,96.18,23.52,341312.8,0,4737.4,5482.7,151551.2,192520.8,77721.6,62353.8,42203,0,16665.6
6/11/2018,2.86,0.2774,0.3414,23.57,28.38,13.95,71.77,96.1,23.12,333143.2,0.9,5725.7,5219.3,146248.4,177630.4,73271.9,55543.9,39995.8,0,7995.7
6/12/2018,2.95,0.715,0.8802,25,27.02,20.98,71.63,95.85,23.18,331720.7,0,2049,5807.3,137698.5,189678,71859.7,66565.5,40346.7,0,0.3
6/13/2018,2.92,1.0412,1.2793,29.66,31.67,25.64,64.64,85.42,23.08,343621.1,0,3236.3,7656.2,137638.3,191033.7,73663.8,66241.6,39609.6,0,273.9
6/14/2018,2.94,0.7514,0.9309,44.24,51.5,29.72,52.93,67.83,23.13,340473.2,0.7,3484.3,3600.9,140230.2,201597.8,80333.8,69444.9,41252.5,0,378.2
6/15/2018,2.955,0.5213,0.6507,33.57,36.02,28.68,49.9,63.26,23.19,340704.2,0,637.7,4360.8,139012.4,195837.4,73436.1,69028.3,41967.6,0,3587.7
6/16/2018,2.975,0.5213,0.6507,28.67,29.64,26.74,49.98,63.23,23.48,342426.8,0,0.3,10276.3,139061,191429.7,74818.4,68242.2,38313.1,0,3689
6/17/2018,2.975,0.5213,0.6507,32.62,35.18,27.51,50.14,63.41,23.6,340588,0,0,10195.4,140499.8,189721.1,77825.8,67062.4,35828.3,0,6095.5
6/18/2018,2.975,-0.0248,-0.0311,278.79,403.21,29.95,58.56,75.98,23.74,323248.8,0,0,9093.3,142769.3,191432,78491.9,65567.6,38684.3,0,9590.5
6/19/2018,2.97,0.2669,0.3356,328.49,478.45,28.59,68.77,91.11,24.08,327638.2,112.3,0,9345.2,139917.7,186376.6,73631.1,64766,37332.3,0,7960.6
6/20/2018,2.905,0.7029,0.8857,107.46,146.12,30.15,71.34,94.78,24.44,318259.4,23.6,0,6878.5,130624.5,190903.2,73799,66290.2,39992.4,0,1.5
6/21/2018,2.95,1.1375,1.4366,186.68,264.96,30.13,72.83,97,24.5,338549.1,349.6,0,12035.7,124064.5,188319.6,74041.8,67053.6,36302,0,70.4
6/22/2018,3,1.2846,1.6217,38.22,43.43,27.79,63.31,82.74,24.46,347979.8,0.2,2963.7,13195.7,160828.5,197949.6,76957.2,69997.5,39614.7,108.7,37299.3
6/23/2018,2.94,1.2846,1.6217,30.66,31.77,28.43,63.26,82.65,24.48,357334.3,0.5,4101.1,14910.2,148794,201510.2,78703.7,68873.2,43798.8,56.6,23010.5
6/24/2018,2.94,1.2846,1.6217,45.92,54.27,29.23,63.51,82.99,24.56,356572.3,0,3208,14884.8,153451.6,199295.5,78295.1,66650.2,44810.4,4,26613.4
6/25/2018,2.94,1.2864,1.6233,38.8,43.95,28.51,63.86,83.46,24.65,357627.8,2.8,3227.4,14402.6,155895.5,198122.2,80076.7,66877.4,44490.7,33.4,29858.1
6/26/2018,2.93,0.7632,0.9615,27.89,29.97,23.75,63.79,83.26,24.85,348654.7,2.5,3630.5,6698.9,140933.8,199465,80210.6,70890.9,40639.9,63.6,10085.8
6/27/2018,2.93,0.5689,0.7171,30.86,35.69,21.22,63.46,82.85,24.7,341697.4,89.8,1484.4,4180.6,141862.8,192899.2,79350,70555.6,37568.4,2.4,10384.9
6/28/2018,2.995,0.9143,1.1487,30.4,33.26,24.67,63.6,82.95,24.92,352462.3,59.9,3544.3,9892.6,143444.2,190296.9,78183.4,65391.7,39090.1,0.1,12012.3
6/29/2018,2.965,1.2909,1.608,28.8,30.91,24.56,63.59,82.96,24.86,360316.6,2,4407.1,14079.2,167025.9,196546.1,81568.9,65798.2,40825.3,0.9,38962.9
6/30/2018,2.965,1.2909,1.608,24.36,25.39,22.29,63.44,82.77,24.78,363249.6,3.3,4376.1,13995,159776.2,198710.9,82512.4,65559.3,42514.1,0,32494.9
7/1/2018,2.9,1.2909,1.608,21.97,24.48,16.94,63.26,82.65,24.48,359120,0,3554.7,13015,162153.6,197195.9,79639.3,65004.2,44572.6,0,32652.8
7/2/2018,2.9,1.2909,1.608,24.66,24.38,25.23,63.29,82.61,24.63,356457.4,0,4006.9,11485.9,156596.1,202426.8,83743.1,67321.8,43316.5,0,21552.1
7/3/2018,2.87,0.9766,1.2176,33.37,35.84,28.41,63.56,82.92,24.84,353929.4,2.1,4174.4,14338.8,159986,193088,82265.4,65565.5,37135.8,0,21094
7/4/2018,2.865,0.9766,1.2176,33.36,35.76,28.57,64.01,83.33,25.38,343657.6,0.6,71.5,11661,138334.5,189924.4,76758.2,65532.4,37806.1,0,651.4
7/5/2018,2.865,1.1079,1.3784,34.92,38.67,27.43,64.31,83.71,25.5,349641.8,0.1,1079.6,10478.1,153030,191208.5,83538.4,61543.2,36718.4,0,18387.1
7/6/2018,2.86,0.877,1.0881,32.98,36.45,26.02,64.55,83.93,25.8,348407.7,1.7,2896.2,9772.9,149627.6,194658.4,83803.2,67647.1,35187.6,0,19853.4
7/7/2018,2.85,0.877,1.0881,24.14,25.04,22.32,63.91,83.02,25.69,352463.7,0,1036.8,9186.8,151010.1,198677.7,83420.4,67249.6,38670.4,0,19799.1
7/8/2018,2.85,0.877,1.0881,29.38,31.25,25.65,59.54,76.46,25.69,352008.9,0,2484.7,9730.7,152130.1,198825.4,84301.2,66324.6,38786,0,18074.7
7/9/2018,2.85,0.9785,1.216,55.16,68.97,27.55,57.51,73.43,25.68,342562.2,4.2,2627.4,8920.4,156092,184907.4,81575.8,58110.3,36051.3,0,21632
7/10/2018,2.855,1.2895,1.6035,29.33,30.21,27.58,57.8,73.73,25.94,347408.8,0,3203.5,9402.9,150267.7,198577.6,81303.5,65794.9,42923.1,0,15243.4
7/11/2018,2.845,1.4072,1.7511,32.73,35.22,27.76,58.1,73.96,26.4,355413,0.3,3193.5,11798.7,147428.9,190080.5,83018.8,59733.7,39129.5,0,10830.5
7/12/2018,2.835,1.3078,1.6312,45.7,52.49,32.1,58.79,74.81,26.77,357025.4,2,3277.1,11618.9,151278.3,199516.4,83563.3,66732.5,39393.9,0,14182.3
7/13/2018,2.84,1.0059,1.2557,38.95,43.43,29.97,59.1,75.2,26.91,361474.2,1.1,3174.1,11936.1,155770.1,190045.5,84404.1,57338.8,38716.9,0,18478
7/14/2018,2.8,1.0059,1.2557,28.91,29.94,26.86,58.59,74.48,26.82,363121.2,0,2658.2,12177.7,160716.3,196316.7,81646.8,65526.1,39714.1,0,19618.6
7/15/2018,2.8,1.0059,1.2557,37.91,41.68,30.37,58.74,74.67,26.88,360043.2,0,3307.1,12247.9,158582.1,196855.2,80991.3,65657.1,40411.4,0,18426.9
7/16/2018,2.8,0.7082,0.8814,123.4,168.33,33.54,61.89,79.29,27.1,346651.4,1.2,2276.1,8133.3,152550.6,196543.9,81057,64613.9,40817.9,0,14029.3
7/17/2018,2.74,0.9571,1.1973,275.31,396.5,32.93,69.98,91.33,27.28,347754.3,3.6,2703,11499.2,152746.8,187134.8,80416.7,58964.4,38059.4,0,13676.6
7/18/2018,2.785,1.2119,1.5168,53.1,63.77,31.76,62.46,80.02,27.34,352771.4,0,2681.9,6576.2,155197.2,188282,76803.9,62873.6,38762.6,0,14809.5
7/19/2018,2.725,1.0761,1.3538,49.44,59.45,29.4,53.16,66.05,27.37,353458.4,4.6,3720.6,7980.3,158391,191729.8,78503.8,64520,39095,0,15133.6
7/20/2018,2.715,0.6993,0.872,32.39,34.63,27.92,50.66,62.34,27.3,355250.9,3.1,645,5298.8,159140.9,196177.3,79899.8,68165,38656.8,0,15020.8
7/21/2018,2.76,0.6993,0.872,29.61,30.93,26.96,45.42,54.54,27.19,356737,0,18.3,6821.9,158349.3,194844.2,82009.4,67315.6,35853.3,0,10871.1
7/22/2018,2.76,0.6993,0.872,28.91,29.65,27.43,45.11,54.08,27.18,352805.4,0,49.9,6184.3,158932.5,192686.8,78787.7,66520.1,37421.4,0,9138.3
7/23/2018,2.76,1.214,1.513,42.04,48.25,29.61,45.49,54.63,27.22,352260.3,0,3021.7,5852.1,157367.2,191925.8,78058.7,66328.6,37516.3,0,8818.3
7/24/2018,2.705,1.3348,1.6656,36.27,38.35,32.1,45.17,54.1,27.31,356504.8,0,3328.1,10217.5,152485.8,193576.4,77845.9,67827,39495.8,0,4618.7
7/25/2018,2.72,1.2607,1.5659,54.52,65.14,33.27,45.69,54.8,27.47,354462.7,1.2,3346.4,7414.5,155208.2,194671.7,80173.7,67159.4,39165.8,0,8589.6
7/26/2018,2.775,1.1467,1.4219,79.52,102.97,32.62,47.41,57.23,27.77,351149.6,2.4,3344.4,8459.9,155124.3,193883.6,79451.6,67284.1,38844.8,0,9778.7
7/27/2018,2.775,0.604,0.7475,76.96,99.09,32.7,48.95,59.35,28.15,351210.7,2.8,1755.3,6528.2,155550.3,193777.4,78154.6,67296.3,40104.3,0,8563.4
7/28/2018,2.78,0.604,0.7475,86.52,112.88,33.78,50.82,62,28.45,342924.2,1.5,2194.2,5323.3,151386.5,195028.8,79510.4,66213.3,40179.9,0,7890
7/29/2018,2.78,0.604,0.7475,69.15,85.89,35.66,52.16,63.84,28.82,340747.1,2.2,2628.8,4953.7,143333.9,195106.6,80775.7,65626.3,40384.9,0,2303.1
7/30/2018,2.78,1.1107,1.37,162.94,226.98,34.86,56.78,70.56,29.24,350165.6,0,2812.5,4907.3,150530.5,179592.8,77216.4,57116.5,36484.5,0,8676.9
7/31/2018,2.755,1.0619,1.3104,108.56,141.25,43.17,59.67,74.45,30.12,346470.2,0,2469.5,2672.7,152812,185769.6,78890,57480.1,39092.1,0,12786.8
8/1/2018,2.815,0.9465,1.1669,148.47,205.68,34.05,63.8,80.49,30.41,339185.6,3.2,841.1,2958.1,148453.8,185808.6,76944.9,57021,41431.2,0,10907.9
8/2/2018,2.8,1.0325,1.2727,57.06,65.72,39.74,64.59,81.49,30.79,346126.8,1.9,1989.1,2129.5,151447.5,187025.5,78717.3,58546.6,39229.2,0,13968
8/3/2018,2.79,0.642,0.7896,38.64,36.82,42.29,64.76,81.52,31.25,348337.5,0,1056.4,6052.7,153138.8,185941.5,78989.6,59297.2,37258.3,0,15006.6
8/4/2018,2.84,0.642,0.7896,34.13,34.83,32.72,64.74,81.39,31.42,350295.2,1.8,711.5,5861.1,158050.6,187316.5,79883.4,59300.6,38609.1,0,18262.7
8/5/2018,2.84,0.642,0.7896,49.29,56.38,35.09,65.28,82.06,31.73,344667.8,0,767.7,5856.3,158137.7,187696.4,80182.3,59155.6,38745.1,0,20327.3
8/6/2018,2.84,0.642,0.7896,68.52,86.66,32.25,66.76,84.11,32.06,346510,0.8,2271.2,5644.3,155662,185584,80442.5,58819,37242.8,0,19474.5
8/7/2018,2.865,1.0975,1.3541,128.51,174.06,37.4,70.06,88.87,32.45,344881.8,2.1,2640.8,6097.8,155302.7,183399.2,78384.7,57895,38105.7,0,19563.9
8/8/2018,2.925,0.624,0.7726,208.33,292.05,40.91,75.17,96.31,32.89,345719.3,2.2,1808.6,10572.4,157059.5,184215.4,79496.5,57476,38163.3,0,19317.9
8/9/2018,2.97,1.0743,1.3282,277.46,397.09,38.21,83.44,108.54,33.25,343103.4,3.3,3103.4,10468,156817.9,183604.3,76530.5,59770.4,37939.2,0,19916.6
8/10/2018,2.985,0.8049,1.0013,206.85,288.5,43.56,89.24,116.98,33.77,346582.5,1.8,2891.8,9842,153247.5,188745.1,79953.3,63019.4,36396.5,0,18062
8/11/2018,2.92,0.8049,1.0013,42.38,42.52,42.1,89.13,116.65,34.11,356574.3,0,2654.8,9525.7,156784,193298.5,80019.5,65582.4,38774.2,0,16628.8
8/12/2018,2.92,0.8049,1.0013,36.26,37.22,34.35,89.04,116.44,34.25,362106,0.6,4382.1,9155.3,164611.6,190747.2,78488.6,65381.6,37697.3,0,20712.9
8/13/2018,2.92,0.8978,1.118,54.49,65.43,32.61,89.9,117.62,34.45,357418.6,2.6,3091.4,8443.9,160520.8,193742.6,79106.9,66810.2,38985.2,0,17421
8/14/2018,2.92,1.1325,1.407,143.53,198.53,33.53,93.42,122.85,34.55,357812.1,1505,2468.8,10866.7,155706.7,194752.7,79711.9,64391.7,41255,0,16787.7
8/15/2018,2.975,1.2186,1.5195,40.22,43.51,33.63,90.65,118.69,34.55,359271.7,1117.6,2792.8,11440.7,158332,198063.6,81794.5,67898.1,40375.3,0,17950.1
8/16/2018,3.01,1.0349,1.2895,41.85,46.44,32.66,82.86,107.02,34.54,365611.3,4382.5,2971,11648.1,160224.3,200758.6,84270,69397.6,38886.1,0,18381.9
8/17/2018,2.985,0.2657,0.3294,43.03,48.81,31.49,82.53,106.52,34.54,353404.6,2547.1,526.8,10921.7,157673,196211.3,80857.2,67713.5,39247.3,0,20673.5
8/18/2018,2.965,0.2657,0.3294,31.16,31.9,29.69,81.92,105.61,34.55,353708.4,2369.6,43.4,11656.6,161559.4,195703.6,80513.4,67365.1,39248.4,0,23670.4
8/19/2018,2.965,0.2657,0.3294,34.36,35.57,31.94,81.98,105.64,34.68,353035.4,1863,1560,11700.2,154248.5,194979.2,81562.7,65635.4,39324.4,0,16007.5
8/20/2018,2.965,0.6579,0.8157,39.5,43.74,31.02,82.31,106.06,34.81,356416.3,1431.9,1867.2,11854.2,156669.2,190826.8,81212.9,66159.6,35180.6,0,19299
8/21/2018,2.985,0.3343,0.4134,78.27,103.22,28.36,83.96,108.52,34.85,345013.2,190.7,2732.7,11955.4,159222.5,187600.8,77513.4,66201.9,35481.9,0,23003.9
8/22/2018,3.01,1.0498,1.2949,49.06,59.83,27.51,84.19,108.9,34.78,355694.6,0,3518.1,13251.5,162554.9,187850.6,78498.1,65579.3,35336.2,0,21493.5
8/23/2018,2.99,0.9016,1.1157,30.94,32.3,28.21,84.02,108.7,34.65,362651.5,0,3022.7,12979.9,164400.9,187236.6,74120.6,66620.8,36289.6,0,20133.3
8/24/2018,2.965,0.1492,0.1841,31.84,33.66,28.21,83.26,107.65,34.48,352925.1,0,1653.9,10270.3,167332.3,187102.2,72177.4,67672.7,38090.2,0,17861.1
8/25/2018,2.965,0.1492,0.1841,30.84,31.38,29.75,81.64,105.26,34.38,355840.1,0,2337.8,11707.6,155875.2,188409.4,74361.1,67517.7,37363.4,0,12076.6
8/26/2018,2.965,0.1492,0.1841,29.11,30.13,27.07,80.04,102.97,34.19,356894,0,1226.6,10260.3,157480.6,193345.8,78735.4,66668.6,38637.3,0,12360.2
8/27/2018,2.965,0.8968,1.1022,29.24,31.4,24.9,78.13,100.25,33.9,357665.5,0.6,1583.4,10274.5,159439.4,192772.5,75837,67608.7,40053.4,0,11404.1
8/28/2018,2.95,0.7261,0.8892,33.63,36.06,28.77,76.95,98.59,33.67,356474.8,0,3086.1,9711.3,158238.2,190231.9,75188.2,65774.8,39896.3,0,14257.7
8/29/2018,2.93,0.6152,0.7546,30.86,32.77,27.02,72.55,92.12,33.41,358101.7,1.1,3399.1,10307.3,158242.2,193983.8,75707.9,67376.7,40775.9,0,12650.2
8/30/2018,2.96,0.1658,0.2042,33.4,36.29,27.62,70.04,88.62,32.89,346677.7,0,2540.6,8752.8,162879.2,190805.9,73997.8,67493.5,40432.4,0,14420.2
8/31/2018,2.9,0.4921,0.6098,31.68,34.18,26.68,66.15,82.9,32.64,354344.9,0.5,3529.6,11209.1,155449.7,185761.2,71191.2,66107.9,38492,0,11650.4
9/1/2018,2.93,0.4921,0.6098,30.75,31.68,28.87,65.27,81.77,32.28,355067.4,0,2363.2,10780.7,162266.6,193242.8,80275.9,68493,35698.4,0,13367
9/2/2018,2.93,0.4921,0.6098,29.71,30.54,28.04,64.97,81.56,31.8,354902.4,0,2670.7,11371.1,158275.7,187545.8,75464.5,69256.3,33817.1,0,11611.1
9/3/2018,2.93,0.4921,0.6098,28.49,29.49,26.48,64.78,81.38,31.6,356746.1,0,2103.8,11555.8,163030.6,187180.2,76164.3,67401.9,34492.1,0,12340
9/4/2018,2.93,0.8492,1.061,31.56,33.11,28.47,64.19,80.6,31.38,357557.6,1.9,3330.6,11673.9,165639.3,189963,76907,68263.4,35649.1,0,11248
9/5/2018,2.96,0.8831,1.1038,31.23,32.96,27.77,62.95,78.81,31.23,357617.5,0,3723.6,12803.5,160285.5,185439,77554.6,65261.1,33502.1,0,9623.2
9/6/2018,2.945,0.7767,0.9728,31.71,33.47,28.18,59.72,74.13,30.92,356507.1,0.8,2922.3,8800.5,159035.9,189894,76994.1,69403.4,33916.9,0,10391.9
9/7/2018,2.875,0.2495,0.3115,31.28,32.8,28.23,53.82,65.48,30.5,350503.5,0,2180,11202.1,161419.5,187133.8,75133.9,67515.3,35000,0,14177.4
9/8/2018,2.835,0.2495,0.3115,30.72,31.08,30,45.6,53.28,30.22,352440.1,0,2540.4,10068.6,158747.1,188755.9,76112.8,68550.4,34753.6,0,14111.4
9/9/2018,2.835,0.2495,0.3115,33.61,35.36,30.12,39.82,44.85,29.78,355036.2,0,2677.3,10279.7,160549.8,189724.5,77821.4,68612.4,34380.1,0,13321
9/10/2018,2.835,0.9363,1.168,32.12,32.73,30.9,39.48,44.52,29.4,352019.5,0,3206.9,10275.5,162099.1,190609.4,78436.5,68000.4,35359.5,0,10288.5
9/11/2018,2.85,0.746,0.9288,33.55,34.61,31.41,39.39,44.43,29.3,345767.6,17.2,3216.6,12958.8,153800.4,183894.5,71814,67641.9,35085.3,0,3134.5
9/12/2018,2.89,1.0858,1.3384,34.53,37.01,29.58,38.72,43.49,29.2,343716.3,1.1,3391.6,11085.6,156566.5,186093.4,74098.8,69195.7,33311.6,0,2974
9/13/2018,2.93,1.138,1.403,45.62,50.09,36.67,35.46,38.54,29.31,345587.8,0,3352.3,12305.3,159755.5,183765.9,71137,68791.3,32143.2,0,2695
9/14/2018,2.93,1.2271,1.5164,49.39,49.42,49.31,35.77,38.73,29.83,348772,903.7,4031.5,10414.1,154524,182096.1,72333,67161.1,31699.5,0,260.7
9/15/2018,2.855,1.2271,1.5164,37.36,38.29,35.5,35.62,38.46,29.92,351598.4,33.7,3115.6,10127,155352.8,181849.8,72825.4,67584.5,31987.9,0,0
9/16/2018,2.855,1.2271,1.5164,34.22,34.71,33.23,35.32,37.99,29.98,350143.1,0,2596.7,9087.6,158731.4,183109.4,73920.6,67086.4,32649,0,1366.4
9/17/2018,2.855,0.8059,0.9943,39.45,41.66,35.02,35.6,38.32,30.16,344740.1,0.1,1326.7,9515.2,155910.2,174451.9,73815.1,65854.8,28196.7,0,747.6
9/18/2018,2.905,0.817,1.0052,40.93,41.19,40.41,35.82,38.51,30.44,343297,0,1541.3,8124.3,157501.7,174543.8,74211.1,67691.6,27676.2,0,3237.1
9/19/2018,2.97,1.1778,1.4443,39.94,42.55,34.72,35.83,38.47,30.57,352350.4,0,2318.1,9723.2,162995.7,185381.4,76980.1,67267.9,34333.5,0,10063.8
9/20/2018,3.055,1.0967,1.343,36.85,39.84,30.85,34.45,36.35,30.65,354244.7,273.2,3280.7,7601,166380.1,188805.3,78769,64803.6,37074.4,0,10308.8
9/21/2018,3,1.1248,1.3767,32.36,32.59,31.89,33.9,35.45,30.79,356718.1,26.4,3463.8,6643,171588.6,182782.3,75406.1,63743.1,35324.8,0,10283.8
9/22/2018,3.02,1.1248,1.3767,32.74,33.06,32.11,33.96,35.47,30.92,356408.1,0,4053.7,4789.1,168759.5,186670.8,76424.8,65909.9,35306.6,0,8677.3
9/23/2018,3.02,1.1248,1.3767,32.82,32.61,33.26,33.99,35.44,31.09,354941.7,7.9,3993.4,3737.7,162346.7,190025.3,77257,67750.6,36058.6,0,8007.4
9/24/2018,3.02,1.3088,1.6046,40.32,43.19,34.59,34.3,35.83,31.25,353127.1,5.2,7636.8,6.8,162636.5,186414.8,76830.3,64565.2,36209.1,0,11018.7
9/25/2018,3.04,1.4908,1.8289,55.02,65.24,34.57,35.17,37,31.5,353967.4,6,8467.8,0,158239.2,189197.5,77667,68381.9,34158.7,0,11366
9/26/2018,3.13,1.6735,2.0562,31.45,32.49,29.38,35.24,37.04,31.65,356730.7,4.9,10912.3,0,163978.4,189570.9,79869.3,68254.1,32411.9,0,10501.6
9/27/2018,3.13,1.8805,2.3232,39.58,42,34.74,35.44,37.23,31.85,368373.6,11604.9,10883.2,0,164443.4,191364.4,78990.1,67834.6,35547.1,0,2767.7
9/28/2018,3.07,1.8367,2.2498,38.59,40.06,35.65,35.7,37.48,32.14,362851.3,7184.9,11021.3,0,162738.4,188946.4,76780.8,67368.2,35879.7,0,166.1
9/29/2018,3.07,1.8367,2.2498,40.08,39.53,41.17,35.92,37.59,32.59,369833.5,9259.9,10950.7,0,169579.9,188495.3,79241.8,65579,35077.9,0,0
9/30/2018,3.07,1.8367,2.2498,37.44,39.06,34.21,36.11,37.75,32.84,364229,3561.5,10964,0,170035.2,189342.2,79300.8,65018.8,36722.1,0,0.5
10/1/2018,2.99,1.8516,2.2462,71.33,85.19,43.6,37.47,39.53,33.33,356878.2,78.7,3157.3,13481.6,171511.6,184359.3,79018.2,66011.7,34312.7,0,2268.2
10/2/2018,3.105,2.095,2.5448,67.01,76.44,48.17,38.71,41.06,34.01,382446.4,23609.5,2340.2,15565.6,170732.2,193611.3,78117.5,65283.5,39029.4,6233,0
10/3/2018,3.14,1.9845,2.4124,54.78,59.03,46.29,39.59,42.05,34.67,361141.2,484,2215.7,12750.8,171470.2,189264.8,76942.9,66014.3,39406.6,1022.7,1527.3
10/4/2018,3.255,2.1107,2.5814,52.3,56.59,43.7,40.28,42.83,35.17,368557.5,3401.1,5117,11296.7,168022.4,191450.7,80247.9,65480.9,40227.3,0,1.4
10/5/2018,3.3,2.0409,2.5047,38.09,40.21,33.83,40.51,43.07,35.38,374256.7,4867,1543.4,14194.7,162554.3,202426,83644.4,70956.7,39945.5,1128.3,1.6
10/6/2018,3.245,2.0409,2.5047,41.32,45.08,33.8,40.83,43.46,35.56,376778.9,3043.3,2978.6,14168.3,173000.1,195466.9,83732.1,66978.7,38950.5,0,12659.2
10/7/2018,3.245,2.0409,2.5047,40.34,43.2,34.62,41.13,43.8,35.78,380329.4,6073.3,2550.8,14140.6,187799.7,195812.3,81884.1,69032.1,37986.5,1184.8,25509
10/8/2018,3.245,2.0409,2.5047,61.69,74.53,36.02,42.16,45.25,35.98,378207.3,4690.7,3146.3,14152.5,185197.5,189860.3,79683.3,67227.4,36200.7,1189.2,16693.9
10/9/2018,3.295,2.1133,2.5956,107.58,136.17,50.39,44.63,48.61,36.65,372980.6,7996.2,2450.4,16008.1,177837.6,192804.8,80857.7,64992.1,39683.5,1146.2,10210.2
10/10/2018,3.365,1.6828,2.0712,179.27,241.95,53.92,49.53,55.59,37.42,366663.2,5114.4,5160.7,8905.8,168047.6,185237.3,74224.5,66987.9,36641.9,0,4.7
10/11/2018,3.37,1.447,1.7881,81.77,92.02,61.28,51.14,57.5,38.42,369365.6,82.5,5589,12651.9,162912.2,188404.4,73684.6,72240.4,37447.1,0,1
10/12/2018,3.185,1.1502,1.4197,33.73,34.35,32.49,51.11,57.41,38.51,370013.3,0,4223.8,12868,169142.2,190990,76428.2,71331.9,37821.5,0,3158.9
10/13/2018,3.2,1.1502,1.4197,66.41,80.56,38.11,51.81,58.43,38.56,374740.2,3,4667.2,14195.8,189686.7,197290.7,78816.7,69427.7,42264.8,0,19197.2
10/14/2018,3.2,1.1502,1.4197,48.53,45.03,55.52,51.78,58.28,38.77,367081.5,1295.4,4926.3,14453.7,159708.1,195834.5,78985.3,66996.1,42425.6,0,812.2
