Date,Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Electricity_Daily_Average,Electricity_Daily_On_Peak_Average,Electricity_Daily_Off_Peak_Average,Electricity_30Ravg Average,Electricity_30Ravg_On_Peak_Average,Electricity_30Ravg_ Off_Peak_Average,Measured Receipts Volume (103M3),NGTL_Storage_Receipts_Volume_(103M3),NGTL_Gordondale_Receipts_Volume_(103M3),NGTL_Groundbirch_East_Receipts_Volume_(103M3),NGTL_Intra_Provincial_Deliveries_Volume_(103M3),NGTL_Border_Deliveries_Volume_(103M3),NGTL_Empress_Deliveries_Volume_(103M3),NGTL_ABC_Deliveries_Volume_(103M3),NGTL_McNeil_Deliveries_Volume_(103M3),NGTL_Gordondale_Deliveries_Volume_(103M3),NGTL_Storage_Deliveries_Volume_(103M3)
1/1/2017,,,,19.31,20.85,16.23,24.31,26.57,19.8,380090.2,39105.7,3965.8,10308,177681.6,191746.8,67435.7,65237.7,52237.2,0,684.7
1/2/2017,,,,29.85,34.2,21.13,24.82,27.19,20.07,371021.1,35628.2,2854,10221.2,186470.6,189014.8,67325.4,63451.6,51766.1,0,0
1/3/2017,,,,25.87,27.42,22.77,25.14,27.54,20.35,390506.2,56877.4,2832.5,10236,186598.2,191846.2,68786.9,62590.7,53418.3,0,0
1/4/2017,,,,25.76,29.11,19.06,25.42,27.89,20.48,384782.8,51980.7,2979.2,9510.6,179125,196232.9,68613.5,64751.8,55354.6,0,608.6
1/5/2017,,,,19.42,19.78,18.69,25.38,27.8,20.55,374240.7,41777.5,2382.7,9912.5,176935,198116.7,68541.6,65225.6,56139.9,0,643.8
1/6/2017,,,,23.21,25.45,18.72,25.26,27.61,20.55,382747.1,52707.9,2521.8,5977.2,185237,194469.7,67817.9,62737.4,56291.4,0,0
1/7/2017,,,,29.76,34.71,19.87,25.22,27.64,20.38,389438.1,58992.5,2175.8,7987.2,189708.1,193664.3,68315.6,63390.4,55437.7,0,0
1/8/2017,,,,25.75,28.56,20.15,24.88,27.24,20.16,390814.7,61211.3,2712.5,8094.3,189992.2,193050.9,68324.3,64249.5,54710.7,0,0
1/9/2017,,,,25.98,29.12,19.72,24.37,26.74,19.62,385796.3,59180.5,2670.8,8727.4,191516.5,190568.1,66853.5,64714.6,53674.3,0,0
1/10/2017,,,,24.5,26.68,20.16,23.78,26,19.33,389798.8,63982.1,2266.8,10136,190438.2,191429.1,69298,62473.7,53939.8,0,0
1/11/2017,,,,20.35,21.04,18.98,23.3,25.43,19.05,395933.5,71219.7,2243,10292.7,183641.1,196005.1,70765,66502.5,52825.1,0,0
1/12/2017,,,,19.64,20.05,18.82,23.17,25.22,19.07,377957.4,49466.8,2282.6,9503.7,180732.7,197939.9,71386.1,64223.2,55182,0,883.2
1/13/2017,,,,24.63,27.49,18.91,22.93,24.92,18.95,367157.1,38575.2,2540.2,6825.8,171047.8,192209.4,68590,61375.5,55540.1,0,611.7
1/14/2017,,,,21.71,23.27,18.6,22.47,24.42,18.57,363686.2,28559.9,2262,10247,162822.2,193256.2,69880.6,63508.4,53438.7,0,792.7
1/15/2017,,,,25.21,28.07,19.49,22.15,24.09,18.26,366123,28318.7,2253.7,9874.8,162247.5,196171.1,69485.4,64495.2,54773.7,0,788.9
1/16/2017,,,,24.84,27.59,19.33,22.26,24.25,18.28,355365.3,19533.4,2261.4,10135.9,158415.2,196049.3,71370.3,63862,53847.6,0,766.9
1/17/2017,,,,20.81,21.97,18.47,22.36,24.34,18.39,349658.8,13319.7,2715.7,10236.8,157797.9,193425.4,71694.6,62827,52243.3,0,6291
1/18/2017,,,,19.11,19.51,18.32,22.33,24.25,18.49,348933.1,12347.9,2799.1,10309,156926.1,195243.9,68494.1,65563.7,54565.2,0,5162
1/19/2017,,,,23.1,25.88,17.55,22.47,24.43,18.55,362608.7,17699.3,2658.7,10322.5,155231,185744.8,67721.9,65477.4,46338.5,0,803
1/20/2017,,,,26.26,31.13,16.51,22.71,24.78,18.59,355959.6,12095.4,2664.4,10232.1,159847,190787.4,68391,65380.5,50725.2,0,773.8
1/21/2017,,,,25.46,28.57,19.24,22.99,25.13,18.72,358922.6,14303.1,2142.5,10069.4,163433.3,194387.8,68561.3,65189.8,54294.3,0,718.1
1/22/2017,,,,24.92,28.09,18.59,23.04,25.18,18.75,358612.9,14069.2,2285.3,10341.8,168775.9,193265.1,68768.4,62764,55353.3,0,788.3
1/23/2017,,,,27.44,31.61,19.12,23.21,25.45,18.75,379852.7,37408.2,2282.5,10364.4,171163.6,196026.2,69292.6,65807.2,54749.1,0,721.7
1/24/2017,,,,28.83,33,20.48,23.23,25.58,18.52,376196.1,33504.3,2922.2,10258.4,169500.3,197331.1,70436.8,65978.2,54597.6,0,128.3
1/25/2017,,,,27.01,30.33,20.36,23.48,25.95,18.55,350663.8,9158.4,2641.1,10247.1,169316,187527.2,66596.6,67459.3,46812.1,0,323.5
1/26/2017,,,,23,25,19,23.72,26.25,18.68,371124.7,28264.7,2432.2,10170.8,162217.9,196509.3,70842.9,66439.9,52889.8,0,427.1
1/27/2017,,,,19.85,20.38,18.78,23.86,26.39,18.81,355389.1,8303.5,2711.2,10164.2,156425.7,192808.7,67898.9,66177.3,52403.1,0,4.2
1/28/2017,,,,19.09,19.43,18.43,23.86,26.33,18.92,354927.6,4697.6,2843,9975.9,153164.3,195013.3,68909.7,66556.7,53316.8,0,0
1/29/2017,,,,19.14,19.5,18.42,23.68,26.02,19,352290.3,2234,2743.9,10102.4,155087.3,196659.1,68128.5,67134.8,55144.5,0,0
1/30/2017,,,,27.45,31.85,18.67,23.91,26.32,19.09,353110.6,9173.5,2687.4,10126.9,169044.4,189529.2,66928.8,62834.2,53528.3,0,1.4
1/31/2017,,,,25.51,26.8,22.92,24.12,26.52,19.31,374379.4,26205.1,3052.5,10204.8,177472.1,186808.5,68979.4,60521.4,51462.9,0,0.2
2/1/2017,,,,25.32,27.69,20.57,23.96,26.3,19.29,373753.2,26199.4,2514.1,10177.8,178263.1,188855.5,69262,63881.1,50231.5,0,0
2/2/2017,,,,22.51,24.01,19.52,23.85,26.19,19.18,369859.8,25831.6,2886.2,10272.7,176802.8,191548.2,69290.2,66326.3,50467.4,0,0
2/3/2017,,,,24.97,26.98,20.96,23.83,26.12,19.24,380015.4,36935.1,2977.8,10123.7,180629.7,191011.6,69630.3,64038.2,51665.8,0,0.3
2/4/2017,,,,27.38,30.81,20.51,24.09,26.49,19.31,375203.3,35930.2,2267.8,10153,183218.6,192012.3,69652.4,65195.5,51660,0,0
2/5/2017,,,,27.65,31.06,20.82,24.24,26.67,19.37,385924.9,47774.9,2280.6,9727.4,190016.9,190737.6,69685.3,63868.9,51722.2,0,0.9
2/6/2017,,,,23.33,25.25,19.51,24.03,26.36,19.36,391972.3,61704.1,2144.7,9493.5,195592.7,185152,69379.7,56782.1,53569.2,0,0
2/7/2017,,,,24.89,27.58,19.52,24,26.32,19.34,383253,65915.9,2992.2,5548.7,187685.8,191484.8,70045.1,64562.2,51357.9,0,0
2/8/2017,,,,27.45,31.05,20.24,24.05,26.39,19.36,380629.8,61683.7,2211.8,7784.7,180174.8,191660.5,69930.4,64646.6,51230.4,0,0
2/9/2017,,,,22.24,23.34,20.06,23.97,26.28,19.36,367242.6,43730.1,2261,8988.8,170974.5,184667.9,67917.1,63072.7,47695.1,0,0
2/10/2017,,,,18.37,19.14,16.83,23.9,26.21,19.28,359305.8,31013.5,2594.7,9616.8,163675.6,190984.7,68198.4,62427.3,54036.8,0,4.9
2/11/2017,,,,18.23,19.02,16.65,23.86,26.18,19.21,357951.5,25531.5,2847.1,9103.9,155318.3,191435.5,69195.6,63759.5,52213.7,0,405.1
2/12/2017,,,,16.79,17.72,14.94,23.6,25.85,19.08,359378.8,26694.1,3134.4,9190.8,151035,192799.3,71081.7,63891.2,51257.4,0,403.5
2/13/2017,,,,18.06,19.06,16.07,23.47,25.71,19,337350.9,9896.5,2708.8,8177.7,149963.2,188857.1,67120.9,65049.7,50444,0,673.8
2/14/2017,,,,18.24,18.28,18.16,23.24,25.39,18.95,342079.2,20427.3,2188.2,8984.7,145707.4,191412.6,70006.6,64051,50963.3,0,404.3
2/15/2017,,,,17.81,18.47,16.49,23.01,25.08,18.86,342724.5,17245.6,2202.8,8960.1,145639.5,190467.1,70520.9,63873.1,49714.1,0,395.9
2/16/2017,,,,18.14,18.57,17.28,22.92,24.97,18.82,340472.7,12230.4,2792.7,8691.7,147767.4,191651.6,72094,63600,49559.7,0,407.5
2/17/2017,,,,21.78,23.77,17.81,23.01,25.11,18.8,340905.9,10296.7,2022.9,8687.9,151306.2,187167.3,69574.4,63628.9,47491.2,0,357.7
2/18/2017,,,,25.47,27.35,21.71,23.09,25.16,18.94,341262.2,7960.9,2205.9,8730.8,155635.1,184458.6,67705.3,63225.4,47283.1,0,7.5
2/19/2017,,,,19.74,20.22,18.77,22.87,24.8,19.01,349720.6,10749.4,2303.8,9762.4,151206,185437.4,68065.9,63497.7,48129.3,0,50.3
2/20/2017,,,,22.75,25.55,17.14,22.78,24.7,18.94,352665.5,13562.6,2424.5,9135.2,158514.5,186886.2,68002.6,63970.9,49131.8,0,5815.4
2/21/2017,,,,23.11,24.86,19.62,22.72,24.59,18.98,350080.6,9302.6,2428.7,9017,163361.5,184117.7,66816.3,63075.4,48271.7,0,4427.5
2/22/2017,,,,21.53,22.9,18.79,22.52,24.3,18.97,351735.5,11030.1,2574.6,10251.6,169488.6,182820.7,68265.1,61704.5,46778.3,0,3975.4
2/23/2017,,,,22.29,23.5,19.87,22.3,23.98,18.95,365177.8,22792.9,2887.3,10212.7,169260.6,189655.7,72367.4,62311.7,49242.1,0,2611.3
2/24/2017,,,,22.13,23.85,18.7,22.14,23.77,18.89,364125.5,21096.3,2860.3,10339,172290.4,188796.9,69983,62884.5,49866.8,0,82.3
2/25/2017,,,,18.32,18.4,18.16,21.99,23.55,18.86,361768.7,19263.2,2803.6,10266.3,167799.9,189401.8,70084.9,63582.3,49128.8,0,0.1
2/26/2017,,,,24.18,26.97,18.61,22.13,23.77,18.86,361130.9,18969.9,2656,10238.7,176646.1,183630.6,65855.5,62230.4,48989.8,0,0
2/27/2017,,,,26.42,29.05,21.14,22.37,24.09,18.95,365516.9,26979.3,2824.2,9664.8,174229.4,185674.5,70880.6,62338.7,46509.7,0,0.2
2/28/2017,,,,21.9,22.54,20.63,22.47,24.19,19.02,357488.2,18333.3,3008.7,9620.4,173354.5,181985.2,68136,62212.3,46407.1,0,588.3
3/1/2017,,,,18.54,19.49,16.65,22.17,23.78,18.96,362255.4,21728.5,3226.9,9993,174756.1,187870,68607.6,61592.8,51964.9,0,2374.8
3/2/2017,,,,18.58,18.79,18.15,21.94,23.51,18.8,374097.3,32606.9,2942.8,10123.4,163235.1,190239.7,69072.2,62216.6,52347.8,0,60.3
3/3/2017,,,,17.68,18.41,16.23,21.68,23.2,18.65,360661.6,18399.7,2375.4,9055.9,155919.8,189669.3,70533.1,62449.2,49728.1,0,3.7
3/4/2017,,,,21.3,22.84,18.23,21.64,23.16,18.61,354415.1,17307,2660.2,8955.7,169549,188690.4,67999.5,62473,52046.8,0,0
3/5/2017,,,,24.04,25.95,20.22,21.61,23.13,18.58,357936.6,22070.2,2664.1,6954.6,173682.8,186704.8,67138.1,62216.7,51196,0,0
3/6/2017,,,,24.7,26.25,21.6,21.52,22.97,18.62,386412.4,50499.9,2635.8,6919.4,177388.4,189683.9,68142.9,62344.5,53273.5,0,0.5
3/7/2017,,,,25.09,27.77,19.71,21.44,22.86,18.58,376159.9,36583.7,2966.4,9772,180844.8,186498.3,69535.2,63324.6,47704.6,0,9.3
3/8/2017,,,,24.7,26.28,21.53,21.48,22.9,18.65,370846.7,34331.7,2810.3,9813,187749.8,184666.9,69013.8,60528.8,49174.5,0,3.5
3/9/2017,,,,26.44,27.82,23.67,21.53,22.91,18.79,384416.9,50762.9,2800.2,7133,188771.6,189160.3,70008.2,59484.7,53348.8,0,1.5
3/10/2017,,,,25.45,27.02,22.3,21.47,22.77,18.86,389809.2,56982.3,1924.8,6454.1,187579.9,193506,70060.3,60251.1,56609.7,0,0
3/11/2017,,,,22.92,23.49,21.76,21.49,22.78,18.91,387820.7,53520.3,2459.5,9131.9,184562,194994.1,69715.9,64950.9,53717,0,0
3/12/2017,,,,21.24,22,19.51,21.59,22.87,19,376402.9,48535.6,1969.7,8555.7,179276.5,193257.4,69117,61364.9,56116.5,0,0
3/13/2017,,,,20.84,22.01,18.49,21.67,22.97,19.07,361124.2,39543.5,1925.4,8591.4,166284.9,191939.9,71783.2,61365.1,52127.4,0,2.4
3/14/2017,,,,20.92,22.06,18.64,21.81,23.12,19.19,365756.9,36123.1,1922.9,8706.9,154510.1,190600.3,70261.5,60426.4,53346.5,0,409.5
3/15/2017,,,,19.42,20.82,16.62,21.86,23.18,19.21,344433.6,10033.7,2138.4,8483.8,153571.6,190266.1,68375.1,64218.8,51313.7,0,744.1
3/16/2017,,,,24.8,27.37,19.67,22.07,23.48,19.26,347083.7,11425.1,2197,8540.4,155628.6,189465.6,69358.7,63581.2,49838.3,0,765
3/17/2017,,,,24.07,25.34,21.51,22.28,23.71,19.42,349815.4,10604.6,2134.1,8487.8,152277.3,189735.3,69236.3,64685.2,49612.7,0,2630
3/18/2017,,,,17.03,17.39,16.29,22.25,23.67,19.39,351563.6,7359.2,2373.2,8835.3,148537,192425.6,70440,63971.7,51452.8,0,3173
3/19/2017,,,,17.18,17.89,15.75,22.09,23.47,19.32,351889.6,3986,2382.3,8943.3,161198.1,192560.2,70597.5,64078,51079.7,0,2896
3/20/2017,,,,19.83,21.74,16,21.9,23.29,19.13,359867.2,15364.2,2502.2,9866.1,164274.4,184572,70723.6,58826.8,48241.8,0,2784.8
3/21/2017,,,,18.82,20.17,16.12,21.87,23.28,19.04,354953.1,15106.5,2604.2,8592,154188.3,193391.5,72764.5,62037.7,52000.4,0,2.1
3/22/2017,,,,17.42,18.22,15.82,21.7,23.04,19,356744,11185.9,2267.1,10140.5,148802.8,195382.8,73639.9,64220.2,51048.8,0,390.1
3/23/2017,,,,21.08,23.53,16.18,21.63,23,18.89,349567.7,3015.3,3050.2,10143.2,171832.4,183751.3,66158.7,64270.9,47495.1,0,20914.6
3/24/2017,,,,29.43,32.65,23,21.89,23.32,19.03,355239.3,2981.4,2876.4,9827.8,161817.9,186660.5,70310.9,64046.9,46596,0,8621.6
3/25/2017,,,,17.49,18.65,15.15,21.73,23.16,18.87,355340.1,2802.9,2836.8,9631.2,157765.1,192153,71029,64830.1,49308.6,0,7806.4
3/26/2017,,,,20.68,23.2,15.64,21.68,23.14,18.77,355928.3,2722.2,2698.9,9691.4,160113.6,193473.2,71905.8,66198.8,48410.5,0,9299.3
3/27/2017,,,,20.91,22.02,18.68,21.77,23.26,18.78,352671.1,2797.3,2930.4,10255.5,165830.6,183640.5,71349.9,58030.6,47652.5,0,13237.3
3/28/2017,,,,16.79,18.01,14.35,21.52,22.96,18.64,351883.4,2836.3,3319.5,9809.4,158030.6,189864.7,72832,59489.7,50819.7,0,9145.1
3/29/2017,,,,17.77,18.98,15.36,21.23,22.62,18.45,350539.6,2819.3,3142.5,9835.9,155699.5,190574.7,70792.5,64671.8,48624.8,0,8550.9
3/30/2017,,,,17.25,18.4,14.95,21.08,22.49,18.26,352261.4,2807,2781,9830.7,155651.3,190555.6,67672.8,66522.5,49735.6,0,7403.3
3/31/2017,,,,18.81,20.04,16.33,21.09,22.5,18.25,354335,2667.5,3066.8,9738.7,161464.5,188963.8,69957.6,64834,46984,0,19527.2
4/1/2017,,,,15.48,16.07,14.3,20.98,22.41,18.12,354851.6,3027.5,3313,9777.2,164789.6,180970.5,63641.8,62979.7,47351.7,0,24599.2
4/2/2017,,,,16.23,16.57,15.55,20.94,22.35,18.1,354014.1,3031.9,3316.3,10061.6,167604.7,184685.7,66889,62954.1,48028.1,0,23407.9
4/3/2017,,,,18.2,19.24,16.14,20.83,22.23,18.03,349875,2936.7,3501.4,9872.9,164786.6,180489.5,65820,61394.3,46388.5,0,17607.4
4/4/2017,,,,17.07,17.36,16.5,20.6,21.95,17.9,341398.5,2673,3092,8799.9,169426,174608.5,63647.5,59458.5,44148.9,0,27327
4/5/2017,,,,17.26,18.25,15.3,20.35,21.68,17.69,341420.5,2540.4,3812.3,9446.5,160663.5,176655.8,68981.8,53539.4,46787.7,0,23578.7
4/6/2017,,,,18.14,19.22,16,20.12,21.39,17.57,339370.5,3101.5,3047,9981.9,153218,187325.2,73058.7,63081.8,43515.7,0,16630.1
4/7/2017,,,,15.59,16.14,14.51,19.82,21.06,17.34,348006.9,3151.4,2893.4,10459.5,157449.6,186347,68533.6,64308.7,45508.1,0,18668.9
4/8/2017,,,,11.99,15.19,5.58,19.34,20.63,16.73,350084.8,3121.1,3327.2,10336.9,161840.9,186465,66145.3,63738.9,49150.3,0,22354.5
4/9/2017,,,,19.46,20.89,16.6,19.14,20.43,16.54,348106.9,3193,2875.9,9391.7,159011.6,188145.7,68592.8,62725.1,49316.7,0,17181.1
4/10/2017,,,,17.89,18.93,15.82,18.97,20.28,16.35,347323.1,3189.4,3235.9,10007.3,153688.3,184650.7,65168.8,63054.2,48583,0,13886.5
4/11/2017,,,,22.47,25.43,16.55,19.01,20.39,16.25,342623.8,5539.5,6541,0,149139.4,189854,69120.7,64043,48697.4,0,7063.7
4/12/2017,,,,19.51,19.81,18.91,18.97,20.32,16.26,339628.4,5653,6080.4,0,146261.6,192148.8,68259.2,63605.2,52136.4,0,5966
4/13/2017,,,,19.33,20.33,17.34,18.91,20.26,16.22,344885.6,6195.4,6629.9,0,152573.6,186451.9,65429,61166.5,51895.3,0,11537.9
4/14/2017,,,,16.74,17.73,14.78,18.82,20.16,16.16,345029.2,6150.5,6750.5,0,153715.1,183008,63600.3,62261,49336.7,0,14301
4/15/2017,,,,15.26,16.57,12.63,18.51,19.8,15.92,344513.3,6095.2,6760.2,0,158301.5,185041.9,65801.5,61877.1,49470.8,0,14804.5
4/16/2017,,,,18.49,18.68,18.09,18.32,19.58,15.81,345580.2,6236,6065.1,0,153199.3,185149.1,66019.3,61748.8,49611.5,0,12703
4/17/2017,,,,18.03,19.43,15.24,18.35,19.64,15.77,345503.2,10945.9,6494.6,0,157897.4,187627,67213.4,62446.1,50968.3,0,15543.5
4/18/2017,,,,18.67,18.79,18.43,18.4,19.67,15.86,346341.3,12931.8,5034.7,-9.2,150552.7,183382.3,67695.8,61672,46167.1,0,8446.3
4/19/2017,,,,20.73,22.53,17.15,18.43,19.7,15.9,344742.8,10800.4,4626.8,-0.5,154484.6,176747.2,65118.7,58157.2,45462.1,0,18142.7
4/20/2017,,,,20.17,21.48,17.54,18.48,19.74,15.95,349735.9,10052.6,7061.8,5764.6,163256.7,183331.5,65849.9,64767.7,44875.6,0,29055
4/21/2017,,,,24.2,26.56,19.48,18.7,20.02,16.07,355166.5,10087,6957.1,10300.1,158746.6,186200.1,69497.8,63226.2,45964.1,0,21420.6
4/22/2017,,,,22.82,24.86,18.74,18.76,20.07,16.15,352897.6,10094.8,7095.7,6972,158622,185870.1,67963,62890.6,47659.1,0,19352.6
4/23/2017,,,,24.23,27,18.68,18.59,19.88,16.01,351284.7,8880.6,5913.3,9689.1,157702.1,183329.6,67022.2,62926.7,46104.1,0,17882.3
4/24/2017,,,,29.15,32.5,22.45,18.98,20.34,16.25,343576.1,9009.9,4068.2,8404.6,152310.6,186235.2,69205.9,62246.6,47410.1,0,6597.9
4/25/2017,,,,23.67,25.45,20.11,19.08,20.42,16.4,338317,6988,2927.2,6082.1,153305.3,183917,68483,63310.7,44743.6,0,6524.3
4/26/2017,,,,24.41,25.62,21.98,19.19,20.54,16.51,339435.1,8019,3256.1,4799.8,152744.5,182920.7,68599.8,62431.5,44531,0,7009.5
4/27/2017,,,,20.62,21.51,18.83,19.32,20.65,16.66,344749.6,7514,2906,9907.8,145565.5,182143.6,65656.7,62475.8,46534,0,4531.2
4/28/2017,,,,18.86,19.43,17.74,19.36,20.67,16.74,343751.3,4468.5,3035.5,10106.5,157433.8,176123.4,66421.6,56529.3,45612.1,0,22799.1
4/29/2017,,,,16.57,16.85,16.01,19.34,20.62,16.78,342203.5,4425,3310.3,10089.7,144126.3,178669.4,68103.5,57289.3,45644.5,0,19656.7
4/30/2017,,,,11.87,14.98,5.64,19.1,20.45,16.42,337974.1,4428.2,3118,10090.8,155297.8,188509.9,67603.7,69369.6,43852.7,0,31826
5/1/2017,,,,25.09,29.65,15.97,19.42,20.9,16.48,336214,3383,3123.1,10080.4,147979.1,188083.7,71756.5,64582.4,44584.4,0,24308.9
5/2/2017,,,,23.9,26.29,19.11,19.68,21.22,16.59,337954.2,3846.6,3174.2,10029.6,142407.8,190168.3,71503.8,66335.3,45151.7,0,19079.8
5/3/2017,,,,21.17,22.88,17.73,19.78,21.34,16.65,341728.2,4881.4,3194.3,10082.7,145074.3,187221.8,71591.4,65432.6,43072.1,0,29021.7
5/4/2017,,,,26.47,32.35,14.71,20.09,21.84,16.59,340806.6,3782.5,3168.3,10235.9,152933.9,184978,69192.8,65932.9,42078.2,0,36945.5
5/5/2017,,,,19.14,19.76,17.89,20.15,21.89,16.67,340916.9,4000.6,3768.3,10294.6,153412.9,182837.6,70981.6,64195.2,40076.5,0,43687.9
5/6/2017,,,,20.48,21.57,18.29,20.23,21.97,16.75,344093.6,4139.1,3682,8687.7,156484.6,182137.6,71268,63610.8,39603.5,0,45456.3
5/7/2017,,,,19.69,20.6,17.88,20.37,22.12,16.86,343389.1,5965.1,3689.5,8477.8,159389.4,184423.9,72739.5,64247,39739.1,0,42092.4
5/8/2017,,,,26.71,30.23,19.67,20.86,22.62,17.33,340556.1,6866.7,2722.5,10599.1,158412,178675.3,69428.8,59946.5,41926,0,42065.7
5/9/2017,,,,24.64,27.59,18.76,21.03,22.85,17.4,340463.8,6906.4,4018.4,9912.6,160527.1,175568.5,69833.8,55419.3,43769.9,0,44785.8
5/10/2017,,,,24.03,27.66,16.76,21.24,23.14,17.44,338674.8,6989,2432.5,9857.3,152090.1,180406.4,70115,55365,48385.8,0,37124.8
5/11/2017,,,,20.62,22.78,16.3,21.18,23.05,17.43,337296.3,6954.7,3174,7656.6,152595.8,185351.2,70293.9,61247.8,47289.6,0,37117.5
5/12/2017,,,,21.08,23.52,16.2,21.23,23.17,17.34,345795.6,7001.9,3227.2,10313.5,151660.2,186170,70061.2,63224.6,46210.5,0,32757.8
5/13/2017,,,,19.23,19.69,18.29,21.22,23.15,17.37,347762.6,7024.1,4756.5,10341.2,159632.2,186544.3,72949,62301.8,44179.4,0,35470.6
5/14/2017,,,,18.08,18.92,16.39,21.27,23.19,17.42,348170.5,6974.2,5154.6,9817.3,164719.4,182345.4,69275.4,61740.8,44572.5,0,35996.8
5/15/2017,,,,27.56,32.08,18.51,21.68,23.71,17.62,343681.3,6870.6,5180.1,9282.3,156821.9,179739.4,66827.9,60136.4,47273.9,0,25436.6
5/16/2017,,,,21.99,23.25,19.46,21.8,23.86,17.66,338147.5,8056.6,3850.9,6319.9,146850,183963,71100,61864.7,46249.2,0,16661.8
5/17/2017,,,,20.24,22.76,15.21,21.87,23.97,17.66,344421.3,7946.5,4221.5,10123.5,143889.3,187794,71836,64509.5,45612.7,0,14435.6
5/18/2017,,,,23.63,25.91,19.08,22.03,24.21,17.69,344311.7,7973.7,5426.9,10104.5,144605.2,187304.9,72404.3,63155.4,45338.6,0,18142
5/19/2017,,,,24.62,27.52,18.83,22.16,24.38,17.74,341561.5,3462.1,3790.4,8731.2,151791.4,189291.7,69007.1,65284.3,47595.1,0,28695.5
5/20/2017,,,,25.47,28.56,19.28,22.34,24.61,17.8,339571.9,3095.2,3718.9,9286.9,150429.5,194529.9,74108.9,64215.2,48294.5,0,30177.8
5/21/2017,,,,23.83,26.28,18.93,22.33,24.6,17.78,343236.4,7373.9,4171.4,10028.3,146342,190774.4,71529.1,63936.4,47346.2,0,28217.2
5/22/2017,,,,25,28.08,18.83,22.4,24.71,17.78,335884.8,7648.6,3279,9316.3,140047.6,187177.2,72546.3,61518.5,45806.2,0,24594.2
5/23/2017,,,,18.32,20.05,14.85,22.2,24.48,17.66,329720.8,11245.7,0,10073.8,137783.6,184690.7,70880.1,63594.4,42919.7,0,23975
5/24/2017,,,,14.11,18.37,5.6,21.7,24.01,17.09,320519.9,10360.8,0,9979.5,138111.4,188550.9,72063,70049.4,38983.3,0,14633.4
5/25/2017,,,,17.38,21.1,9.95,21.49,23.86,16.76,321973,10165.9,0,8991.8,131694.1,188764.1,71144.1,68209,41451.9,0,9344
5/26/2017,,,,23.35,25.8,18.45,21.46,23.87,16.64,316410.1,7425.3,0,8583.4,128892.2,184797.5,70102.1,65079.2,41756.8,0,8673.3
5/27/2017,,,,19.42,20.89,16.46,21.42,23.85,16.56,318704.2,5165.1,0,9609.9,124585.1,184150.3,69530.5,61046.8,45722.2,0,7708.1
5/28/2017,,,,20.52,22.67,16.22,21.47,23.96,16.51,319755.5,5160.1,2763.4,9606.4,126429.4,185669.6,69413,62581.3,45746.2,0,8157.7
5/29/2017,,,,21.64,24.29,16.33,21.64,24.2,16.52,311665.2,4761.1,8716.1,0,128975.9,178623.3,68672.1,57472.9,44643.2,0,11095.9
5/30/2017,,,,20.97,23.36,16.19,21.95,24.48,16.87,313547.6,4623.2,7632.2,0,127148.9,175394.3,67590.8,56444.1,44455.5,0,11195.9
5/31/2017,,,,20.67,24.96,12.1,21.8,24.33,16.74,311977.1,3359.3,7548.3,0,121983.5,182437.7,68466.4,60478.9,46642.9,0,9085.6
6/1/2017,,,,17.21,19.32,12.97,21.58,24.09,16.54,320211.2,5702.3,6565.1,0,127357,185391,69965.1,60025.7,48437.6,0,16404.3
6/2/2017,,,,15.5,19.54,7.44,21.39,23.98,16.19,332078.8,7554.2,9729.1,0,151827.8,180793.6,68438.8,59011.9,46837.9,0,38746
6/3/2017,,,,17.59,18.78,15.2,21.09,23.53,16.21,335118.9,8227.5,8438.9,0,152729.6,184908.7,68292.8,59037.8,50989.3,0,41127.4
6/4/2017,,,,13.18,16.17,7.2,20.89,23.41,15.85,335425.9,7707.3,8157.8,1804.6,146360.7,189468.4,69891,59446.7,53018.1,0,34824.5
6/5/2017,,,,17.49,23.36,5.74,20.79,23.47,15.44,326689.9,5624.7,5881.3,5502.1,125908.7,186454.4,68489.3,57986.3,52495.5,0,11280.8
6/6/2017,,,,18.37,20.24,14.63,20.75,23.46,15.33,317241.2,2853,4112.5,4467.3,127259.6,187335.9,67362.8,59777.5,52256.6,0,14234.1
6/7/2017,,,,24.47,29.68,14.05,20.67,23.44,15.14,310383.3,2834,2916.5,4651.7,121811.2,180994.4,68959.3,59279.1,43654.2,0,8891.5
6/8/2017,,,,19.38,23,12.14,20.5,23.29,14.92,306419.1,2941.2,2924.5,5908,119490.2,186909.5,69295.5,59361.6,50521.8,0,7315
6/9/2017,,,,13.9,17.54,6.63,20.16,22.95,14.58,321303.7,6339.2,1666.2,4426.8,121390,198640.8,71706.3,61918.1,56356.1,0,7286.1
6/10/2017,,,,7.95,11.27,1.29,19.74,22.57,14.08,322813.3,4914,1726,4743.8,129791.1,186759.5,68843.7,57416.2,52741.2,0,14587
6/11/2017,,,,10.08,12.75,4.76,19.37,22.21,13.7,321060.2,4966.3,2605.2,5145.8,124760.1,183724.2,69746.1,56522.7,49402,0,12965.3
6/12/2017,,,,16.92,18.41,13.94,19.29,22.16,13.56,313071.2,3008.5,2854,5186.9,141024.7,180259.4,64478.1,57075.9,50767.4,0,30474.5
6/13/2017,,,,16.77,18,14.3,19.25,22.13,13.49,313742.5,3172.5,3462.7,7442.8,119092.4,185812.3,67500.6,57170.1,51186.3,0,8461.2
