Date,Day,Weekend,"Public
Holiday","Weekend / 
Public Holiday",Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Air Temp. Min. (°C),Air Temp. Max. (°C)
12/18/2023,Monday,N,N,N,2.435,1.4726,1.8695,-1.61,6.85
12/19/2023,Tuesday,N,N,N,2.585,1.321,1.6703,-3.79,-1.13
12/20/2023,Wednesday,N,N,N,2.45,1.3083,1.6523,-4.23,9.98
12/21/2023,Thursday,N,N,N,2.485,1.2828,1.6164,-1.08,7.36
12/22/2023,Friday,N,N,N,2.475,1.2502,1.5713,-0.38,10.41
12/23/2023,Saturday,Y,N,Y,2.495,1.2502,1.5713,-8.97,1.73
12/24/2023,Sunday,Y,N,Y,2.495,1.2502,1.5713,-13.25,-0.18
12/25/2023,Monday,N,Y,Y,2.495,1.2502,1.5713,-11.44,3.65
12/26/2023,Tuesday,N,Y,Y,2.495,1.2502,1.5713,-6.18,8.78
12/27/2023,Wednesday,N,N,N,2.48,1.2793,1.6009,-5.57,5.39
12/28/2023,Thursday,N,N,N,2.625,1.3343,1.67,0.49,9.71
12/29/2023,Friday,N,N,N,2.55,1.3208,1.6531,-3.74,6.29
12/30/2023,Saturday,Y,N,Y,2.55,1.3208,1.6531,-5.68,3.92
12/31/2023,Sunday,Y,N,Y,2.55,1.3208,1.6531,-0.79,9.86
