Date,Day,Weekend,"Public
Holiday","Weekend / 
Public Holiday",Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Air Temp. Min. (°C),Air Temp. Max. (°C)
12/4/2018,Tuesday,N,N,N,4.39,1.0947,1.3697,-11.43,0.65
12/5/2018,Wednesday,N,N,N,4.63,1.1939,1.5149,-14.38,-4
12/6/2018,Thursday,N,N,N,4.62,1.0123,1.2876,-18.48,-3.58
12/7/2018,Friday,N,N,N,4.41,0.9912,1.2498,-15.99,0.62
12/8/2018,Saturday,Y,N,Y,4.48,0.9912,1.2498,-11.38,0.99
12/9/2018,Sunday,Y,N,Y,4.48,0.9912,1.2498,-7.65,4.91
12/10/2018,Monday,N,N,N,4.48,0.8801,1.117,-0.06,5.48
12/11/2018,Tuesday,N,N,N,4.505,0.9778,1.2426,-7.11,4.37
12/12/2018,Wednesday,N,N,N,4.5,1.1214,1.4177,-4.29,3.5
12/13/2018,Thursday,N,N,N,4.195,1.2566,1.5897,-5.12,6.36
12/14/2018,Friday,N,N,N,4.23,1.0288,1.3056,-5.03,8.82
12/15/2018,Saturday,Y,N,Y,3.895,1.0288,1.3056,-7.33,6.77
12/16/2018,Sunday,Y,N,Y,3.895,1.0288,1.3056,-7.24,3.08
12/17/2018,Monday,N,N,N,3.895,1.3416,1.7027,-5.28,7.96
12/18/2018,Tuesday,N,N,N,3.63,1.3609,1.737,-3.66,6.95
12/19/2018,Wednesday,N,N,N,3.675,1.4238,1.8131,-2.36,6.21
12/20/2018,Thursday,N,N,N,3.56,1.3706,1.756,-3.19,8.25
12/21/2018,Friday,N,N,N,3.695,1.3769,1.7712,-3.62,4.49
12/22/2018,Saturday,Y,N,Y,3.53,1.3769,1.7712,-9.54,-2.72
12/23/2018,Sunday,Y,N,Y,3.53,1.3769,1.7712,-7.79,2.49
12/24/2018,Monday,N,N,N,3.53,1.3769,1.7712,-12.31,-3.54
12/25/2018,Tuesday,N,Y,Y,3.53,1.3769,1.7712,-9.97,-2.16
12/26/2018,Wednesday,N,Y,Y,3.53,1.3769,1.7712,-8.76,-4.27
12/27/2018,Thursday,N,N,N,3.215,1.4876,1.9249,-9.99,-5.43
12/28/2018,Friday,N,N,N,3.065,1.1906,1.5379,-13.05,1.35
12/29/2018,Saturday,Y,N,Y,3.065,1.1906,1.5379,-4.01,8.46
12/30/2018,Sunday,Y,N,Y,3.065,1.1906,1.5379,-13.73,3.32
12/31/2018,Monday,N,N,N,3.065,1.1906,1.5379,-15.54,-8.17
1/1/2019,Tuesday,N,Y,Y,3.225,1.1906,1.5379,-11.77,5.7
1/2/2019,Wednesday,N,N,N,3.225,0.875,1.1271,4.48,10.35
1/3/2019,Thursday,N,N,N,2.79,1.1791,1.5072,-1.26,9.42
1/4/2019,Friday,N,N,N,2.685,1.2597,1.5998,-6.31,8.63
1/5/2019,Saturday,Y,N,Y,2.745,1.2597,1.5998,-9.85,-4.03
1/6/2019,Sunday,Y,N,Y,2.745,1.2597,1.5998,-7.35,5.34
1/7/2019,Monday,N,N,N,2.745,1.3935,1.7566,-12.97,-5.57
1/8/2019,Tuesday,N,N,N,2.72,1.506,1.8997,-15.15,-6.46
1/9/2019,Wednesday,N,N,N,2.88,1.3385,1.6764,-11.54,-4.45
1/10/2019,Thursday,N,N,N,2.905,1.2615,1.5822,-11.54,9.43
1/11/2019,Friday,N,N,N,2.95,1.1987,1.5058,-9.88,7.63
1/12/2019,Saturday,Y,N,Y,2.88,1.1987,1.5058,-3.9,9.15
1/13/2019,Sunday,Y,N,Y,2.88,1.1987,1.5058,-5.88,9.77
1/14/2019,Monday,N,N,N,2.88,1.4946,1.8813,-7.79,9.56
1/15/2019,Tuesday,N,N,N,3.36,1.5109,1.9008,-9.62,-2.26
1/16/2019,Wednesday,N,N,N,3.515,1.6821,2.1114,-8.37,-5.78
1/17/2019,Thursday,N,N,N,3.61,1.5271,1.9247,-16.73,-8.02
1/18/2019,Friday,N,N,N,3.52,1.5233,1.9149,-17.81,-13.69
1/19/2019,Saturday,Y,N,Y,3.36,1.5233,1.9149,-18.55,3.03
1/20/2019,Sunday,Y,N,Y,3.36,1.5233,1.9149,-9.49,2.42
1/21/2019,Monday,N,N,N,3.36,1.5233,1.9149,-9.83,-0.26
1/22/2019,Tuesday,N,N,N,3.36,1.4923,1.8857,-10.59,3.37
1/23/2019,Wednesday,N,N,N,3.145,1.4947,1.8932,-17.14,0.76
1/24/2019,Thursday,N,N,N,3.095,1.4771,1.868,-18.79,0.84
1/25/2019,Friday,N,N,N,3.12,1.5099,1.8978,-7.33,3.26
1/26/2019,Saturday,Y,N,Y,3.09,1.5099,1.8978,-5.3,12.4
1/27/2019,Sunday,Y,N,Y,3.09,1.5099,1.8978,-5.88,10.42
1/28/2019,Monday,N,N,N,3.09,1.6237,2.0422,-10.57,-2.05
1/29/2019,Tuesday,N,N,N,3.045,1.6585,2.0851,-14.51,-1.35
1/30/2019,Wednesday,N,N,N,2.95,1.7382,2.1732,-9.73,6.58
1/31/2019,Thursday,N,N,N,2.955,1.8895,2.3537,-5.15,8.85
2/1/2019,Friday,N,N,N,2.83,2.0061,2.4897,-16.74,-2.81
2/2/2019,Saturday,Y,N,Y,2.68,2.0061,2.4897,-22.46,-16.56
2/3/2019,Sunday,Y,N,Y,2.68,2.0061,2.4897,-28.03,-22.37
2/4/2019,Monday,N,N,N,2.68,3.2725,4.0727,-28.14,-24.79
2/5/2019,Tuesday,N,N,N,2.535,2.5731,3.2031,-29.51,-21.36
2/6/2019,Wednesday,N,N,N,2.545,2.1319,2.6654,-26.85,-16.02
2/7/2019,Thursday,N,N,N,2.56,2.4619,3.103,-25.53,-11.14
2/8/2019,Friday,N,N,N,2.605,2.3739,2.9873,-24.27,-13.32
2/9/2019,Saturday,Y,N,Y,2.615,2.3739,2.9873,-28.58,-24.16
2/10/2019,Sunday,Y,N,Y,2.615,2.3739,2.9873,-30.02,-24.08
2/11/2019,Monday,N,N,N,2.615,2.4121,3.0402,-27.84,-20.91
2/12/2019,Tuesday,N,N,N,2.715,2.375,2.9812,-29.31,-17.37
2/13/2019,Wednesday,N,N,N,2.67,2.3545,2.9511,-24.47,-17.09
2/14/2019,Thursday,N,N,N,2.61,2.216,2.7953,-23.6,-10.51
2/15/2019,Friday,N,N,N,2.585,2.2616,2.8452,-22.68,-16.61
2/16/2019,Saturday,Y,N,Y,2.605,2.2616,2.8452,-18.14,-15.05
2/17/2019,Sunday,Y,N,Y,2.605,2.2616,2.8452,-19.65,-16.59
2/18/2019,Monday,N,Y,Y,2.605,2.2616,2.8452,-24.32,-14.47
2/19/2019,Tuesday,N,N,N,2.605,2.2441,2.8179,-19.97,-1.44
2/20/2019,Wednesday,N,N,N,2.68,2.3179,2.8911,-13.59,-4.6
2/21/2019,Thursday,N,N,N,2.705,2.6234,3.2804,-19.65,-9.54
2/22/2019,Friday,N,N,N,2.705,2.5698,3.2121,-15.86,-0.08
2/23/2019,Saturday,Y,N,Y,2.71,2.5698,3.2121,-19.54,-5.56
2/24/2019,Sunday,Y,N,Y,2.71,2.5698,3.2121,-24.64,-17.18
2/25/2019,Monday,N,N,N,2.71,3.1358,3.9185,-29.58,-17.82
2/26/2019,Tuesday,N,N,N,2.825,3.125,3.9024,-25.53,-11.4
2/27/2019,Wednesday,N,N,N,2.93,2.87,3.5764,-21.86,-2.83
2/28/2019,Thursday,N,N,N,2.845,2.7438,3.4241,-14.2,-4.11
3/1/2019,Friday,N,N,N,2.925,3.8581,4.8556,-27.36,-8.74
3/2/2019,Saturday,Y,N,Y,3.175,3.8581,4.8556,-31.91,-20.45
3/3/2019,Sunday,Y,N,Y,3.175,3.8581,4.8556,-28.31,-13.93
3/4/2019,Monday,N,N,N,3.175,2.4294,3.069,-24.58,-7.36
3/5/2019,Tuesday,N,N,N,4.12,2.4371,3.0844,-19.79,-6.94
3/6/2019,Wednesday,N,N,N,3.1,2.8557,3.639,-23.55,-11.98
3/7/2019,Thursday,N,N,N,2.935,2.3827,3.031,-17.5,-8.76
3/8/2019,Friday,N,N,N,2.915,2.1304,2.7107,-13.08,-4.51
3/9/2019,Saturday,Y,N,Y,2.905,2.1304,2.7107,-13.95,-3.04
3/10/2019,Sunday,Y,N,Y,2.905,2.1304,2.7107,-15.23,1.74
3/11/2019,Monday,N,N,N,2.905,1.8155,2.3091,-3.54,10.26
3/12/2019,Tuesday,N,N,N,2.795,2.143,2.718,-2.57,4.27
3/13/2019,Wednesday,N,N,N,2.785,2.1262,2.6838,-6.4,1.31
3/14/2019,Thursday,N,N,N,2.81,2.1743,2.7441,-9.82,2
3/15/2019,Friday,N,N,N,2.87,1.9628,2.4815,-3.94,3.13
3/16/2019,Saturday,Y,N,Y,2.845,1.9628,2.4815,-8.29,4.65
3/17/2019,Sunday,Y,N,Y,2.845,1.9628,2.4815,-5.97,9.7
3/18/2019,Monday,N,N,N,2.845,1.7479,2.2104,-2.13,11.63
3/19/2019,Tuesday,N,N,N,2.86,1.8386,2.3164,-1.81,15.86
3/20/2019,Wednesday,N,N,N,2.91,1.1236,1.4194,-1.44,16.64
3/21/2019,Thursday,N,N,N,2.83,1.8074,2.2905,-1.66,13.44
3/22/2019,Friday,N,N,N,2.79,1.8114,2.3014,-2.53,14.84
3/23/2019,Saturday,Y,N,Y,2.75,1.8114,2.3014,-2.3,10.47
3/24/2019,Sunday,Y,N,Y,2.75,1.8114,2.3014,-1.14,1.44
3/25/2019,Monday,N,N,N,2.75,1.542,1.961,-1.91,10.57
3/26/2019,Tuesday,N,N,N,2.72,1.4626,1.8563,-0.42,13.31
3/27/2019,Wednesday,N,N,N,2.74,1.3822,1.7599,-2.33,5.58
3/28/2019,Thursday,N,N,N,2.655,1.4746,1.8766,-3.84,8.19
3/29/2019,Friday,N,N,N,2.665,1.0871,1.3766,-3.21,9.79
3/30/2019,Saturday,Y,N,Y,2.665,1.0871,1.3766,-2.37,12.75
3/31/2019,Sunday,Y,N,Y,2.665,1.0871,1.3766,0.1,9.89
4/1/2019,Monday,N,N,N,2.685,1.1118,1.4064,-0.65,8.65
4/2/2019,Tuesday,N,N,N,2.715,1.0579,1.3393,-4.19,9.97
4/3/2019,Wednesday,N,N,N,2.735,0.3533,0.4459,-4.57,12.77
4/4/2019,Thursday,N,N,N,2.67,0.1084,0.1372,0.77,12.25
4/5/2019,Friday,N,N,N,2.665,0.337,0.4276,-2.16,10.38
4/6/2019,Saturday,Y,N,Y,2.61,0.337,0.4276,-0.1,13.19
4/7/2019,Sunday,Y,N,Y,2.61,0.337,0.4276,-0.25,13
4/8/2019,Monday,N,N,N,2.61,0.5161,0.6514,-2.16,13.15
4/9/2019,Tuesday,N,N,N,2.685,0.5095,0.6432,-4.49,13.06
4/10/2019,Wednesday,N,N,N,2.68,0.7759,0.9798,1.63,11.78
4/11/2019,Thursday,N,N,N,2.69,1.0163,1.2886,0.07,5.07
4/12/2019,Friday,N,N,N,2.69,1.2747,1.6109,-1.48,7.39
4/13/2019,Saturday,Y,N,Y,2.69,1.2747,1.6109,-2.73,11.32
4/14/2019,Sunday,Y,N,Y,2.69,1.2747,1.6109,-0.66,9.65
4/15/2019,Monday,N,N,N,2.69,1.3203,1.6735,-4.12,9.73
4/16/2019,Tuesday,N,N,N,2.61,1.4203,1.7973,-5.35,12.13
4/17/2019,Wednesday,N,N,N,2.595,1.1725,1.4829,0.68,14.75
4/18/2019,Thursday,N,N,N,2.56,0.4704,0.5963,-0.03,20.14
4/19/2019,Friday,N,Y,Y,2.48,0.4704,0.5963,2,11.33
4/20/2019,Saturday,Y,N,Y,2.48,0.4704,0.5963,-0.1,10.43
4/21/2019,Sunday,Y,N,Y,2.48,0.4704,0.5963,-1.06,16.49
4/22/2019,Monday,N,Y,Y,2.48,0.4305,0.5449,-1.03,20.02
4/23/2019,Tuesday,N,N,N,2.55,0.1078,0.1371,3.26,17.62
4/24/2019,Wednesday,N,N,N,2.485,0.3218,0.4108,0.6,14.44
4/25/2019,Thursday,N,N,N,2.5,0.3009,0.3848,-3.1,12.41
4/26/2019,Friday,N,N,N,2.47,0.4114,0.5247,-0.7,9.58
4/27/2019,Saturday,Y,N,Y,2.54,0.4114,0.5247,-2.84,4.7
4/28/2019,Sunday,Y,N,Y,2.54,0.4114,0.5247,-5.44,2.82
4/29/2019,Monday,N,N,N,2.54,0.2071,0.264,-5.77,4.82
4/30/2019,Tuesday,N,N,N,2.57,0.3149,0.4008,-5.6,3.15
5/1/2019,Wednesday,N,N,N,2.595,1.2259,1.5592,-3.3,6.93
5/2/2019,Thursday,N,N,N,2.62,1.3163,1.6808,-0.82,10.92
5/3/2019,Friday,N,N,N,2.595,1.0534,1.3405,-0.86,8.26
5/4/2019,Saturday,Y,N,Y,2.565,1.0534,1.3405,-2.89,-0.37
5/5/2019,Sunday,Y,N,Y,2.565,1.0534,1.3405,-3.72,2.51
5/6/2019,Monday,N,N,N,2.565,1.969,2.5097,-3.64,11.88
5/7/2019,Tuesday,N,N,N,2.54,1.9513,2.4919,0.38,11.05
5/8/2019,Wednesday,N,N,N,2.54,1.9791,2.525,1.45,12.4
5/9/2019,Thursday,N,N,N,2.585,1.7881,2.2865,1.69,17.75
5/10/2019,Friday,N,N,N,2.555,1.8451,2.3483,6.33,18.97
5/11/2019,Saturday,Y,N,Y,2.565,1.8451,2.3483,0.95,23.76
5/12/2019,Sunday,Y,N,Y,2.565,1.8451,2.3483,10.85,21.87
5/13/2019,Monday,N,N,N,2.565,1.901,2.427,5.81,19.24
5/14/2019,Tuesday,N,N,N,2.64,1.9182,2.4486,7.83,19.98
5/15/2019,Wednesday,N,N,N,2.625,1.8499,2.3551,7.59,17.05
5/16/2019,Thursday,N,N,N,2.61,1.6964,2.1603,5.26,7.98
5/17/2019,Friday,N,N,N,2.59,0.6615,0.845,2.36,6.98
5/18/2019,Saturday,Y,N,Y,2.605,0.6615,0.845,1.65,6.23
5/19/2019,Sunday,Y,N,Y,2.605,0.6615,0.845,1.13,11.31
5/20/2019,Monday,N,Y,Y,2.605,0.6615,0.845,-2.07,9.43
5/21/2019,Tuesday,N,N,N,2.705,1.7881,2.2752,3.46,7.14
5/22/2019,Wednesday,N,N,N,2.65,1.8038,2.294,2.7,17.99
5/23/2019,Thursday,N,N,N,2.61,1.6223,2.0717,4.46,20.65
5/24/2019,Friday,N,N,N,2.565,1.2223,1.5588,6.83,16.71
5/25/2019,Saturday,Y,N,Y,2.58,1.2223,1.5588,3.81,11.55
5/26/2019,Sunday,Y,N,Y,2.58,1.2223,1.5588,1.07,16.8
5/27/2019,Monday,N,N,N,2.58,1.2223,1.5588,3.01,19.8
5/28/2019,Tuesday,N,N,N,2.58,0.2415,0.3084,4.78,22.17
5/29/2019,Wednesday,N,N,N,2.595,0.1752,0.2247,5.7,26.3
5/30/2019,Thursday,N,N,N,2.625,0.6334,0.8111,10.83,23.79
5/31/2019,Friday,N,N,N,2.525,0.5926,0.7596,9.15,21.98
6/1/2019,Saturday,Y,N,Y,2.47,0.5926,0.7596,7.07,27.33
6/2/2019,Sunday,Y,N,Y,2.47,0.5926,0.7596,9.95,25.81
6/3/2019,Monday,N,N,N,2.47,0.7529,0.9613,10.59,24.72
6/4/2019,Tuesday,N,N,N,2.415,0.5519,0.7019,7.67,23.45
6/5/2019,Wednesday,N,N,N,2.39,0.5109,0.6493,5.54,22.54
6/6/2019,Thursday,N,N,N,2.39,0.4356,0.5522,6.96,17.88
6/7/2019,Friday,N,N,N,2.385,0.5213,0.6564,2.16,7.9
6/8/2019,Saturday,Y,N,Y,2.35,0.5213,0.6564,3.31,14.17
6/9/2019,Sunday,Y,N,Y,2.35,0.5213,0.6564,2.2,19.24
6/10/2019,Monday,N,N,N,2.35,0.3529,0.4435,5.61,19.42
6/11/2019,Tuesday,N,N,N,2.34,0.4901,0.6175,6.23,21.31
6/12/2019,Wednesday,N,N,N,2.34,0.3785,0.4771,8.56,25
6/13/2019,Thursday,N,N,N,2.355,0.1689,0.2134,11.74,27.54
6/14/2019,Friday,N,N,N,2.3,0.1393,0.1767,11.29,18.87
6/15/2019,Saturday,Y,N,Y,2.31,0.1393,0.1767,10.53,20.84
6/16/2019,Sunday,Y,N,Y,2.31,0.1393,0.1767,7.1,21.94
6/17/2019,Monday,N,N,N,2.31,0.1892,0.2403,7.41,24.41
6/18/2019,Tuesday,N,N,N,2.39,0.209,0.2654,10.27,20.91
6/19/2019,Wednesday,N,N,N,2.38,0.0884,0.1119,6.55,15.27
6/20/2019,Thursday,N,N,N,2.36,-0.0841,-0.1053,5.24,12.15
6/21/2019,Friday,N,N,N,2.315,0.0213,0.0267,5.05,11.93
6/22/2019,Saturday,Y,N,Y,2.2,0.0213,0.0267,7.43,19.58
6/23/2019,Sunday,Y,N,Y,2.2,0.0213,0.0267,9.69,17.86
6/24/2019,Monday,N,N,N,2.2,0.1567,0.1961,8.31,18.4
6/25/2019,Tuesday,N,N,N,2.28,0.6266,0.7819,7.64,18.2
6/26/2019,Wednesday,N,N,N,2.275,0.6714,0.8343,7.56,20.91
6/27/2019,Thursday,N,N,N,2.315,1.0361,1.2879,8.17,15.8
6/28/2019,Friday,N,N,N,2.295,0.3832,0.4754,4.75,21.49
6/29/2019,Saturday,Y,N,Y,2.295,0.3832,0.4754,6.8,20.4
6/30/2019,Sunday,Y,N,Y,2.295,0.3832,0.4754,7.5,21.2
7/1/2019,Monday,N,Y,Y,2.35,0.3832,0.4754,8.08,24.58
7/2/2019,Tuesday,N,N,N,2.255,0.7398,0.9198,6.67,17.4
7/3/2019,Wednesday,N,N,N,2.25,0.7317,0.9067,6.85,18.16
7/4/2019,Thursday,N,N,N,2.235,0.7317,0.9067,8.25,11.09
7/5/2019,Friday,N,N,N,2.235,0.7317,0.9067,7.85,14.27
7/6/2019,Saturday,Y,N,Y,2.235,0.7317,0.9067,10.17,22.55
7/7/2019,Sunday,Y,N,Y,2.235,0.7317,0.9067,8.83,20.42
7/8/2019,Monday,N,N,N,2.235,0.9949,1.2344,9.85,18.76
7/9/2019,Tuesday,N,N,N,2.345,1.5381,1.9132,10.04,21.02
7/10/2019,Wednesday,N,N,N,2.355,1.6447,2.0425,11.59,25.28
7/11/2019,Thursday,N,N,N,2.455,1.8395,2.2791,10.57,22.62
7/12/2019,Friday,N,N,N,2.475,1.6853,2.0834,11.08,24.84
7/13/2019,Saturday,Y,N,Y,2.485,1.6853,2.0834,12.07,24.35
7/14/2019,Sunday,Y,N,Y,2.485,1.6853,2.0834,9.54,23.05
7/15/2019,Monday,N,N,N,2.485,0.7418,0.9167,8.68,21.32
7/16/2019,Tuesday,N,N,N,2.46,1.0446,1.2915,11.04,19.02
7/17/2019,Wednesday,N,N,N,2.36,0.9266,1.1455,7.82,22.49
7/18/2019,Thursday,N,N,N,2.38,0.3088,0.3832,8.28,19.08
7/19/2019,Friday,N,N,N,2.36,0.1469,0.1822,6.85,14.79
7/20/2019,Saturday,Y,N,Y,2.275,0.1469,0.1822,9.59,18.12
7/21/2019,Sunday,Y,N,Y,2.275,0.1469,0.1822,6.76,21.63
7/22/2019,Monday,N,N,N,2.275,1.244,1.5463,8.64,25.66
7/23/2019,Tuesday,N,N,N,2.275,1.6177,2.0143,13.49,29.91
7/24/2019,Wednesday,N,N,N,2.285,0.5365,0.668,13.2,23.17
7/25/2019,Thursday,N,N,N,2.215,0.0259,0.0323,12.64,25.16
7/26/2019,Friday,N,N,N,2.22,1.1643,1.4553,9.1,27.42
7/27/2019,Saturday,Y,N,Y,2.175,1.1643,1.4553,13.62,28.05
7/28/2019,Sunday,Y,N,Y,2.175,1.1643,1.4553,10.82,21.77
7/29/2019,Monday,N,N,N,2.175,1.8138,2.2612,8.56,23.17
7/30/2019,Tuesday,N,N,N,2.17,1.7604,2.1975,9.83,25.6
7/31/2019,Wednesday,N,N,N,2.165,0.8112,1.0106,9.33,25.32
8/1/2019,Thursday,N,N,N,2.23,0.9435,1.1808,11.93,25.98
8/2/2019,Friday,N,N,N,2.35,1.2078,1.5133,10.9,30.4
8/3/2019,Saturday,Y,N,Y,2.1,1.2078,1.5133,12.26,24.43
8/4/2019,Sunday,Y,N,Y,2.1,1.2078,1.5133,9.44,24.04
8/5/2019,Monday,N,Y,Y,2.1,1.2078,1.5133,9.34,26.18
8/6/2019,Tuesday,N,N,N,2.025,1.3753,1.7277,11.51,20.57
8/7/2019,Wednesday,N,N,N,2.095,1.1504,1.4535,10.74,22.81
8/8/2019,Thursday,N,N,N,2.12,1.1937,1.4981,11.79,28.41
8/9/2019,Friday,N,N,N,2.1,1.0147,1.2722,10.39,18.01
8/10/2019,Saturday,Y,N,Y,2.065,1.0147,1.2722,9.77,14.05
8/11/2019,Sunday,Y,N,Y,2.065,1.0147,1.2722,9.81,16.64
8/12/2019,Monday,N,N,N,2.065,0.5284,0.6627,11.38,14.73
8/13/2019,Tuesday,N,N,N,2.145,0.9209,1.1541,11.18,20.53
8/14/2019,Wednesday,N,N,N,2.175,0.4655,0.5878,9.88,21.97
8/15/2019,Thursday,N,N,N,2.15,0.1752,0.2213,10.36,24.47
8/16/2019,Friday,N,N,N,2.13,0.0589,0.0741,8.34,17.91
8/17/2019,Saturday,Y,N,Y,2.19,0.0589,0.0741,4.74,18.25
8/18/2019,Sunday,Y,N,Y,2.19,0.0589,0.0741,10.22,24.48
8/19/2019,Monday,N,N,N,2.19,0.7012,0.8845,7.05,19.3
8/20/2019,Tuesday,N,N,N,2.21,0.9188,1.1611,8.8,25.47
8/21/2019,Wednesday,N,N,N,2.265,0.7173,0.9028,10.67,31.07
8/22/2019,Thursday,N,N,N,2.245,0.3467,0.4369,11.21,21.21
8/23/2019,Friday,N,N,N,2.22,0.0622,0.0785,10.36,24.01
8/24/2019,Saturday,Y,N,Y,2.13,0.0622,0.0785,9,22.82
8/25/2019,Sunday,Y,N,Y,2.13,0.0622,0.0785,6.83,18.29
8/26/2019,Monday,N,N,N,2.13,0.4564,0.5745,7.39,16.79
8/27/2019,Tuesday,N,N,N,2.215,0.3278,0.4124,3.39,22.85
8/28/2019,Wednesday,N,N,N,2.18,0.165,0.208,11.92,18.49
8/29/2019,Thursday,N,N,N,2.235,0.3088,0.3892,10.28,20.72
8/30/2019,Friday,N,N,N,2.295,0.2315,0.2916,7.07,20.76
8/31/2019,Saturday,Y,N,Y,2.295,0.2315,0.2916,6.87,18.37
9/1/2019,Sunday,Y,N,Y,2.29,0.2315,0.2916,10.98,16.2
9/2/2019,Monday,N,Y,Y,2.29,0.2315,0.2916,10.14,20.99
9/3/2019,Tuesday,N,N,N,2.29,0.5738,0.7251,6.05,24.81
9/4/2019,Wednesday,N,N,N,2.345,0.4616,0.5797,9.88,24.49
9/5/2019,Thursday,N,N,N,2.415,0.2876,0.3609,8.94,21.8
9/6/2019,Friday,N,N,N,2.425,0.0467,0.0583,7.94,18.74
9/7/2019,Saturday,Y,N,Y,2.5,0.0467,0.0583,9.68,25.05
9/8/2019,Sunday,Y,N,Y,2.5,0.0467,0.0583,11.07,15.61
9/9/2019,Monday,N,N,N,2.5,0.396,0.4933,6.71,11.41
9/10/2019,Tuesday,N,N,N,2.64,0.3202,0.3988,5.65,9.47
9/11/2019,Wednesday,N,N,N,2.605,0.5085,0.6362,6.31,15.73
9/12/2019,Thursday,N,N,N,2.59,1.3348,1.671,4.27,21.12
9/13/2019,Friday,N,N,N,2.58,0.2731,0.3434,8.7,19.44
9/14/2019,Saturday,Y,N,Y,2.61,0.2731,0.3434,6.57,20.23
9/15/2019,Sunday,Y,N,Y,2.61,0.2731,0.3434,11.17,22.66
9/16/2019,Monday,N,N,N,2.61,0.0532,0.0668,8.24,19.93
9/17/2019,Tuesday,N,N,N,2.745,0.5519,0.693,7.96,17.59
9/18/2019,Wednesday,N,N,N,2.7,0.5496,0.692,3.66,16.47
9/19/2019,Thursday,N,N,N,2.68,0.1128,0.1417,6.88,15.43
9/20/2019,Friday,N,N,N,2.6,0.1597,0.2009,6.61,15.31
9/21/2019,Saturday,Y,N,Y,2.595,0.1597,0.2009,2.97,19.51
9/22/2019,Sunday,Y,N,Y,2.595,0.1597,0.2009,6.74,22.2
9/23/2019,Monday,N,N,N,2.595,0.6958,0.8754,6.01,15.68
9/24/2019,Tuesday,N,N,N,2.535,0.5418,0.6805,4.28,15.69
9/25/2019,Wednesday,N,N,N,2.545,0.5541,0.6974,3.42,16.28
9/26/2019,Thursday,N,N,N,2.51,0.9301,1.17,2.2,10.62
9/27/2019,Friday,N,N,N,2.51,1.3223,1.6606,-2.81,3.89
9/28/2019,Saturday,Y,N,Y,2.37,1.3223,1.6606,-3.69,-1.11
9/29/2019,Sunday,Y,N,Y,2.37,1.3223,1.6606,-3.23,-1.79
9/30/2019,Monday,N,N,N,2.37,0.064,0.0803,-4.82,0.87
10/1/2019,Tuesday,N,N,N,2.325,0.714,0.8958,-8.3,4.35
10/2/2019,Wednesday,N,N,N,2.325,0.8111,1.0235,-4.07,9.69
10/3/2019,Thursday,N,N,N,2.3,1.0408,1.3144,-3.58,10.3
10/4/2019,Friday,N,N,N,2.245,1.0664,1.3477,-0.95,13.52
10/5/2019,Saturday,Y,N,Y,2.285,1.0664,1.3477,3.8,13.28
10/6/2019,Sunday,Y,N,Y,2.285,1.0664,1.3477,4.72,16.74
10/7/2019,Monday,N,N,N,2.285,1.3416,1.6921,0.87,17.74
10/8/2019,Tuesday,N,N,N,2.26,1.6789,2.1217,-7.46,2.1
10/9/2019,Wednesday,N,N,N,2.225,1.7457,2.2053,-9.88,-3.09
10/10/2019,Thursday,N,N,N,2.215,1.7454,2.1964,-11.85,3.21
10/11/2019,Friday,N,N,N,2.195,1.5068,1.8827,-7.42,6.35
10/12/2019,Saturday,Y,N,Y,2.075,1.5068,1.8827,-5.73,12.43
10/13/2019,Sunday,Y,N,Y,2.075,1.5068,1.8827,-0.25,8.07
10/14/2019,Monday,N,Y,Y,2.075,1.5068,1.8827,-2.94,4.77
10/15/2019,Tuesday,N,N,N,2.195,1.8362,2.2972,-4.08,10.39
10/16/2019,Wednesday,N,N,N,2.215,1.8871,2.3597,4.18,18.09
10/17/2019,Thursday,N,N,N,2.25,1.8561,2.3112,1.25,14.3
10/18/2019,Friday,N,N,N,2.23,1.73,2.1539,-1.05,11.52
10/19/2019,Saturday,Y,N,Y,2.14,1.73,2.1539,-1.14,8.14
10/20/2019,Sunday,Y,N,Y,2.14,1.73,2.1539,-6.72,7.33
10/21/2019,Monday,N,N,N,2.14,1.8312,2.2739,-3.71,10.57
10/22/2019,Tuesday,N,N,N,2.04,1.9512,2.42,-3.29,13.1
10/23/2019,Wednesday,N,N,N,2.2,2.0236,2.5102,-2.27,5.92
10/24/2019,Thursday,N,N,N,2.275,1.9812,2.4563,-1.98,15.46
10/25/2019,Friday,N,N,N,2.255,1.9904,2.4648,0.33,17.6
10/26/2019,Saturday,Y,N,Y,2.145,1.9904,2.4648,-5.41,0.57
10/27/2019,Sunday,Y,N,Y,2.145,1.9904,2.4648,-6.86,2.83
10/28/2019,Monday,N,N,N,2.145,2.2718,2.8132,-13.41,-2.73
10/29/2019,Tuesday,N,N,N,2.39,2.4367,3.0206,-17.93,-2.97
10/30/2019,Wednesday,N,N,N,2.555,2.3332,2.9148,-11.51,8.22
10/31/2019,Thursday,N,N,N,2.67,2.2107,2.7541,-3.06,4.2
11/1/2019,Friday,N,N,N,2.675,2.1046,2.6223,-6.48,6.31
11/2/2019,Saturday,Y,N,Y,2.495,2.1046,2.6223,-3.17,8.58
11/3/2019,Sunday,Y,N,Y,2.495,2.1046,2.6223,-2.49,3.2
11/4/2019,Monday,N,N,N,2.495,2.0897,2.6037,-2.97,-0.22
11/5/2019,Tuesday,N,N,N,2.74,2.3077,2.8822,-11.53,0.56
