Date,Open,High,Low,Close,Adj Close,Volume
10/5/2018," 15,986.60 "," 16,028.00 "," 15,895.50 "," 15,946.20 "," 15,946.20 "," 208,165,400.00 "
10/9/2018," 15,891.30 "," 15,917.80 "," 15,853.90 "," 15,854.10 "," 15,854.10 "," 228,171,700.00 "
10/10/2018," 15,830.20 "," 15,830.20 "," 15,511.80 "," 15,517.40 "," 15,517.40 "," 339,860,300.00 "
10/11/2018," 15,416.80 "," 15,482.30 "," 15,317.10 "," 15,317.10 "," 15,317.10 "," 389,019,100.00 "
10/12/2018," 15,464.00 "," 15,470.90 "," 15,317.70 "," 15,414.30 "," 15,414.30 "," 289,282,400.00 "
10/15/2018," 15,441.40 "," 15,476.30 "," 15,398.50 "," 15,409.50 "," 15,409.50 "," 246,963,900.00 "
10/16/2018," 15,456.90 "," 15,579.70 "," 15,399.50 "," 15,579.70 "," 15,579.70 "," 280,525,800.00 "
10/17/2018," 15,548.80 "," 15,556.60 "," 15,452.70 "," 15,529.90 "," 15,529.90 "," 312,769,400.00 "
10/18/2018," 15,486.40 "," 15,513.60 "," 15,380.70 "," 15,404.10 "," 15,404.10 "," 268,976,300.00 "
10/19/2018," 15,478.60 "," 15,579.80 "," 15,466.50 "," 15,470.10 "," 15,470.10 "," 251,480,500.00 "
10/22/2018," 15,488.10 "," 15,492.90 "," 15,364.10 "," 15,412.70 "," 15,412.70 "," 278,747,800.00 "
10/23/2018," 15,244.90 "," 15,323.20 "," 15,094.70 "," 15,285.20 "," 15,285.20 "," 346,691,200.00 "
10/24/2018," 15,265.70 "," 15,295.70 "," 14,900.40 "," 14,909.10 "," 14,909.10 "," 290,191,400.00 "
10/25/2018," 14,988.70 "," 15,009.90 "," 14,905.30 "," 14,924.10 "," 14,924.10 "," 300,106,200.00 "
10/26/2018," 14,827.60 "," 14,950.80 "," 14,732.00 "," 14,888.30 "," 14,888.30 "," 269,257,400.00 "
10/29/2018," 14,987.00 "," 15,019.60 "," 14,639.70 "," 14,721.80 "," 14,721.80 "," 283,759,500.00 "
10/30/2018," 14,715.70 "," 14,899.20 "," 14,696.30 "," 14,894.50 "," 14,894.50 "," 286,522,100.00 "
10/31/2018," 15,004.90 "," 15,085.50 "," 14,982.70 "," 15,027.30 "," 15,027.30 "," 310,550,400.00 "
11/1/2018," 15,032.80 "," 15,150.20 "," 15,029.20 "," 15,150.20 "," 15,150.20 "," 290,143,000.00 "
11/2/2018," 15,204.30 "," 15,222.90 "," 15,037.20 "," 15,119.30 "," 15,119.30 "," 268,963,600.00 "
11/5/2018," 15,136.80 "," 15,242.40 "," 15,136.80 "," 15,217.70 "," 15,217.70 "," 255,477,900.00 "
11/6/2018," 15,245.00 "," 15,295.30 "," 15,220.20 "," 15,292.70 "," 15,292.70 "," 237,092,100.00 "
11/7/2018," 15,385.50 "," 15,392.00 "," 15,293.30 "," 15,369.40 "," 15,369.40 "," 271,236,500.00 "
11/8/2018," 15,349.60 "," 15,393.10 "," 15,293.30 "," 15,357.50 "," 15,357.50 "," 281,152,200.00 "
11/9/2018," 15,271.40 "," 15,304.00 "," 15,196.10 "," 15,274.40 "," 15,274.40 "," 287,404,100.00 "
11/12/2018," 15,263.20 "," 15,263.70 "," 15,145.60 "," 15,156.40 "," 15,156.40 "," 241,196,100.00 "
11/13/2018," 15,167.70 "," 15,245.50 "," 15,108.60 "," 15,131.80 "," 15,131.80 "," 300,186,800.00 "
11/14/2018," 15,172.00 "," 15,258.00 "," 15,046.80 "," 15,133.10 "," 15,133.10 "," 295,362,000.00 "
11/15/2018," 15,104.80 "," 15,177.60 "," 15,068.20 "," 15,144.90 "," 15,144.90 "," 268,321,200.00 "
11/16/2018," 15,082.90 "," 15,170.30 "," 15,082.90 "," 15,155.50 "," 15,155.50 "," 285,186,100.00 "
11/19/2018," 15,137.40 "," 15,170.80 "," 15,040.50 "," 15,071.00 "," 15,071.00 "," 225,780,400.00 "
11/20/2018," 14,941.70 "," 14,952.50 "," 14,810.60 "," 14,877.00 "," 14,877.00 "," 292,344,300.00 "
11/21/2018," 14,941.70 "," 15,195.40 "," 14,938.30 "," 15,095.00 "," 15,095.00 "," 270,566,000.00 "
11/22/2018," 15,077.90 "," 15,105.60 "," 15,059.10 "," 15,091.60 "," 15,091.60 "," 83,391,200.00 "
11/23/2018," 14,998.10 "," 15,028.60 "," 14,900.30 "," 15,010.70 "," 15,010.70 "," 154,972,200.00 "
11/26/2018," 15,066.70 "," 15,127.10 "," 14,994.30 "," 15,012.70 "," 15,012.70 "," 245,892,100.00 "
11/27/2018," 14,994.40 "," 15,021.70 "," 14,907.50 "," 14,944.10 "," 14,944.10 "," 219,177,800.00 "
11/28/2018," 15,002.90 "," 15,171.30 "," 14,981.70 "," 15,171.30 "," 15,171.30 "," 244,842,300.00 "
11/29/2018," 15,157.10 "," 15,251.20 "," 15,138.90 "," 15,194.00 "," 15,194.00 "," 223,082,300.00 "
11/30/2018," 15,135.00 "," 15,214.30 "," 15,125.40 "," 15,197.80 "," 15,197.80 "," 339,228,800.00 "
12/3/2018," 15,358.90 "," 15,378.90 "," 15,154.70 "," 15,275.00 "," 15,275.00 "," 294,475,600.00 "
12/4/2018," 15,226.80 "," 15,259.30 "," 15,047.10 "," 15,063.60 "," 15,063.60 "," 285,129,100.00 "
12/5/2018," 15,139.30 "," 15,253.80 "," 15,122.60 "," 15,182.60 "," 15,182.60 "," 180,095,700.00 "
12/6/2018," 14,972.70 "," 14,972.70 "," 14,773.90 "," 14,937.00 "," 14,937.00 "," 28,338,700.00 "
12/7/2018," 14,986.50 "," 15,059.70 "," 14,763.90 "," 14,795.10 "," 14,795.10 "," 311,247,900.00 "
12/10/2018," 14,769.60 "," 14,795.90 "," 14,610.20 "," 14,728.30 "," 14,728.30 "," 275,806,900.00 "
12/11/2018," 14,891.20 "," 14,957.80 "," 14,665.90 "," 14,667.80 "," 14,667.80 "," 275,639,600.00 "
12/12/2018," 14,802.30 "," 14,902.70 "," 14,778.90 "," 14,783.10 "," 14,783.10 "," 268,233,000.00 "
12/13/2018," 14,814.10 "," 14,871.70 "," 14,721.30 "," 14,750.40 "," 14,750.40 "," 264,774,700.00 "
12/14/2018," 14,651.20 "," 14,715.30 "," 14,567.30 "," 14,595.10 "," 14,595.10 "," 277,086,200.00 "
12/17/2018," 14,567.60 "," 14,577.60 "," 14,323.70 "," 14,362.70 "," 14,362.70 "," 264,315,200.00 "
12/18/2018," 14,378.50 "," 14,502.60 "," 14,373.80 "," 14,416.90 "," 14,416.90 "," 386,847,800.00 "
12/19/2018," 14,452.00 "," 14,552.30 "," 14,256.10 "," 14,264.10 "," 14,264.10 "," 370,363,000.00 "
12/20/2018," 14,244.70 "," 14,341.70 "," 14,075.90 "," 14,141.80 "," 14,141.80 "," 308,247,100.00 "
12/21/2018," 14,161.80 "," 14,220.90 "," 13,924.40 "," 13,935.40 "," 13,935.40 "," 614,345,800.00 "
12/24/2018," 13,857.80 "," 13,924.00 "," 13,776.90 "," 13,780.20 "," 13,780.20 "," 170,610,500.00 "
12/27/2018," 14,018.00 "," 14,165.50 "," 13,918.30 "," 14,165.20 "," 14,165.20 "," 235,414,700.00 "
12/28/2018," 14,234.20 "," 14,326.90 "," 14,174.00 "," 14,222.00 "," 14,222.00 "," 266,928,600.00 "
12/31/2018," 14,312.40 "," 14,349.20 "," 14,218.50 "," 14,322.90 "," 14,322.90 "," 171,356,600.00 "
1/2/2019," 14,163.90 "," 14,400.30 "," 14,112.80 "," 14,347.20 "," 14,347.20 "," 270,319,800.00 "
1/3/2019," 14,294.10 "," 14,297.90 "," 14,155.30 "," 14,212.80 "," 14,212.80 "," 211,587,200.00 "
1/4/2019," 14,351.60 "," 14,438.60 "," 14,314.80 "," 14,426.60 "," 14,426.60 "," 231,237,200.00 "
1/7/2019," 14,471.00 "," 14,515.10 "," 14,383.10 "," 14,504.10 "," 14,504.10 "," 257,832,000.00 "
1/8/2019," 14,610.50 "," 14,645.60 "," 14,533.90 "," 14,605.20 "," 14,605.20 "," 260,100,900.00 "
1/9/2019," 14,668.50 "," 14,811.10 "," 14,644.10 "," 14,804.70 "," 14,804.70 "," 269,093,100.00 "
1/10/2019," 14,770.70 "," 14,921.10 "," 14,702.30 "," 14,903.50 "," 14,903.50 "," 262,984,000.00 "
1/11/2019," 14,874.20 "," 14,956.20 "," 14,855.20 "," 14,939.20 "," 14,939.20 "," 249,299,500.00 "
1/14/2019," 14,881.00 "," 14,997.90 "," 14,881.00 "," 14,975.50 "," 14,975.50 "," 228,994,500.00 "
1/15/2019," 15,002.00 "," 15,079.80 "," 14,966.50 "," 15,046.30 "," 15,046.30 "," 241,300,600.00 "
1/16/2019," 15,072.30 "," 15,118.30 "," 15,057.00 "," 15,111.30 "," 15,111.30 "," 248,816,800.00 "
1/17/2019," 15,077.10 "," 15,238.10 "," 15,066.50 "," 15,211.20 "," 15,211.20 "," 257,298,500.00 "
1/18/2019," 15,295.00 "," 15,325.60 "," 15,258.90 "," 15,303.80 "," 15,303.80 "," 293,702,200.00 "
1/21/2019," 15,300.40 "," 15,354.20 "," 15,263.00 "," 15,354.20 "," 15,354.20 "," 92,562,500.00 "
1/22/2019," 15,276.30 "," 15,285.20 "," 15,160.50 "," 15,233.80 "," 15,233.80 "," 228,363,300.00 "
1/23/2019," 15,275.70 "," 15,293.30 "," 15,141.50 "," 15,208.30 "," 15,208.30 "," 210,174,500.00 "
1/24/2019," 15,201.50 "," 15,281.30 "," 15,194.30 "," 15,280.80 "," 15,280.80 "," 206,075,300.00 "
1/25/2019," 15,350.20 "," 15,388.00 "," 15,298.40 "," 15,366.10 "," 15,366.10 "," 216,014,400.00 "
1/28/2019," 15,289.10 "," 15,378.60 "," 15,276.90 "," 15,378.60 "," 15,378.60 "," 226,010,300.00 "
1/29/2019," 15,414.70 "," 15,497.40 "," 15,413.90 "," 15,463.10 "," 15,463.10 "," 233,364,800.00 "
1/30/2019," 15,493.40 "," 15,520.90 "," 15,418.60 "," 15,484.60 "," 15,484.60 "," 233,825,500.00 "
1/31/2019," 15,507.40 "," 15,564.60 "," 15,486.50 "," 15,540.60 "," 15,540.60 "," 286,422,200.00 "
2/1/2019," 15,562.30 "," 15,569.00 "," 15,483.40 "," 15,506.30 "," 15,506.30 "," 224,777,300.00 "
2/4/2019," 15,527.40 "," 15,606.30 "," 15,513.70 "," 15,602.30 "," 15,602.30 "," 245,284,400.00 "
2/5/2019," 15,631.80 "," 15,702.70 "," 15,627.80 "," 15,702.70 "," 15,702.70 "," 217,732,500.00 "
2/6/2019," 15,679.90 "," 15,745.40 "," 15,668.60 "," 15,712.30 "," 15,712.30 "," 218,136,700.00 "
2/7/2019," 15,697.60 "," 15,726.50 "," 15,588.70 "," 15,703.40 "," 15,703.40 "," 253,785,300.00 "
2/8/2019," 15,648.30 "," 15,659.80 "," 15,567.80 "," 15,633.30 "," 15,633.30 "," 211,877,800.00 "
2/11/2019," 15,660.50 "," 15,660.50 "," 15,545.90 "," 15,568.90 "," 15,568.90 "," 193,012,400.00 "
2/12/2019," 15,613.10 "," 15,654.80 "," 15,583.40 "," 15,642.10 "," 15,642.10 "," 248,558,800.00 "
2/13/2019," 15,679.20 "," 15,689.70 "," 15,623.70 "," 15,626.70 "," 15,626.70 "," 236,823,500.00 "
2/14/2019," 15,622.30 "," 15,733.10 "," 15,608.20 "," 15,696.00 "," 15,696.00 "," 305,833,800.00 "
2/15/2019," 15,770.00 "," 15,866.60 "," 15,763.40 "," 15,838.20 "," 15,838.20 "," 255,717,300.00 "
2/19/2019," 15,856.90 "," 15,953.90 "," 15,831.90 "," 15,937.40 "," 15,937.40 "," 336,230,800.00 "
2/20/2019," 15,942.90 "," 16,036.90 "," 15,942.90 "," 16,031.20 "," 16,031.20 "," 268,328,500.00 "
2/21/2019," 16,001.90 "," 16,030.70 "," 15,979.70 "," 16,000.90 "," 16,000.90 "," 298,529,700.00 "
2/22/2019," 16,038.40 "," 16,071.00 "," 15,997.40 "," 16,013.00 "," 16,013.00 "," 222,858,800.00 "
2/25/2019," 16,051.00 "," 16,099.90 "," 16,051.00 "," 16,057.00 "," 16,057.00 "," 219,234,400.00 "
2/26/2019," 16,051.00 "," 16,115.80 "," 16,051.00 "," 16,067.90 "," 16,067.90 "," 266,318,500.00 "
2/27/2019," 16,043.80 "," 16,077.60 "," 15,990.30 "," 16,074.30 "," 16,074.30 "," 226,354,300.00 "
2/28/2019," 16,054.80 "," 16,067.00 "," 15,975.10 "," 15,999.00 "," 15,999.00 "," 304,602,900.00 "
3/1/2019," 16,086.30 "," 16,122.10 "," 16,058.10 "," 16,068.30 "," 16,068.30 "," 243,003,500.00 "
3/4/2019," 16,088.60 "," 16,093.50 "," 15,955.00 "," 16,038.10 "," 16,038.10 "," 286,358,000.00 "
3/5/2019," 16,077.30 "," 16,105.30 "," 16,068.60 "," 16,086.50 "," 16,086.50 "," 256,504,000.00 "
3/6/2019," 16,098.70 "," 16,145.80 "," 16,077.60 "," 16,092.10 "," 16,092.10 "," 272,531,800.00 "
3/7/2019," 16,079.00 "," 16,085.40 "," 15,981.80 "," 16,056.50 "," 16,056.50 "," 271,719,200.00 "
3/8/2019," 15,958.10 "," 16,000.80 "," 15,891.90 "," 15,996.20 "," 15,996.20 "," 255,412,900.00 "
3/11/2019," 16,028.10 "," 16,131.90 "," 16,028.10 "," 16,106.20 "," 16,106.20 "," 250,342,300.00 "
3/12/2019," 16,142.60 "," 16,149.00 "," 16,099.60 "," 16,136.70 "," 16,136.70 "," 229,111,500.00 "
3/13/2019," 16,193.10 "," 16,212.60 "," 16,143.50 "," 16,150.00 "," 16,150.00 "," 271,091,300.00 "
3/14/2019," 16,139.40 "," 16,144.50 "," 16,083.10 "," 16,087.60 "," 16,087.60 "," 196,598,800.00 "
3/15/2019," 16,156.70 "," 16,174.50 "," 16,123.80 "," 16,140.40 "," 16,140.40 "," 635,539,200.00 "
3/18/2019," 16,149.10 "," 16,251.40 "," 16,148.30 "," 16,251.40 "," 16,251.40 "," 231,369,100.00 "
3/19/2019," 16,275.30 "," 16,275.30 "," 16,188.10 "," 16,188.10 "," 16,188.10 "," 250,958,500.00 "
3/20/2019," 16,168.20 "," 16,214.70 "," 16,118.00 "," 16,167.60 "," 16,167.60 "," 261,723,000.00 "
3/21/2019," 16,148.80 "," 16,266.50 "," 16,146.40 "," 16,244.60 "," 16,244.60 "," 254,945,500.00 "
3/22/2019," 16,172.90 "," 16,185.40 "," 16,043.90 "," 16,089.30 "," 16,089.30 "," 325,520,900.00 "
3/25/2019," 16,066.30 "," 16,113.20 "," 16,021.00 "," 16,065.90 "," 16,065.90 "," 234,398,100.00 "
3/26/2019," 16,138.90 "," 16,192.20 "," 16,116.70 "," 16,155.20 "," 16,155.20 "," 242,530,400.00 "
3/27/2019," 16,147.40 "," 16,187.40 "," 16,079.10 "," 16,132.50 "," 16,132.50 "," 244,631,900.00 "
3/28/2019," 16,094.10 "," 16,173.20 "," 16,094.10 "," 16,155.50 "," 16,155.50 "," 223,248,900.00 "
3/29/2019," 16,200.30 "," 16,212.70 "," 16,081.10 "," 16,102.10 "," 16,102.10 "," 227,955,800.00 "
4/1/2019," 16,187.90 "," 16,228.10 "," 16,153.60 "," 16,228.10 "," 16,228.10 "," 233,225,700.00 "
4/2/2019," 16,240.40 "," 16,263.90 "," 16,194.90 "," 16,263.90 "," 16,263.90 "," 178,277,900.00 "
4/3/2019," 16,296.00 "," 16,338.00 "," 16,244.50 "," 16,279.90 "," 16,279.90 "," 224,154,600.00 "
4/4/2019," 16,290.00 "," 16,311.60 "," 16,249.90 "," 16,311.60 "," 16,311.60 "," 189,917,700.00 "
4/5/2019," 16,337.90 "," 16,396.20 "," 16,330.20 "," 16,396.20 "," 16,396.20 "," 170,618,000.00 "
4/8/2019," 16,373.10 "," 16,407.30 "," 16,326.70 "," 16,407.30 "," 16,407.30 "," 207,573,900.00 "
4/9/2019," 16,340.60 "," 16,345.90 "," 16,294.30 "," 16,336.50 "," 16,336.50 "," 175,136,900.00 "
4/10/2019," 16,369.00 "," 16,409.80 "," 16,368.00 "," 16,396.30 "," 16,396.30 "," 213,547,500.00 "
4/11/2019," 16,412.80 "," 16,471.80 "," 16,399.50 "," 16,399.50 "," 16,399.50 "," 230,076,600.00 "
4/12/2019," 16,473.90 "," 16,487.10 "," 16,437.30 "," 16,480.50 "," 16,480.50 "," 195,851,400.00 "
4/15/2019," 16,459.90 "," 16,532.70 "," 16,443.30 "," 16,515.50 "," 16,515.50 "," 194,884,000.00 "
4/16/2019," 16,537.70 "," 16,553.40 "," 16,498.60 "," 16,502.20 "," 16,502.20 "," 202,476,900.00 "
4/17/2019," 16,535.90 "," 16,553.40 "," 16,495.70 "," 16,544.20 "," 16,544.20 "," 333,377,300.00 "
4/18/2019," 16,558.50 "," 16,615.10 "," 16,557.50 "," 16,612.80 "," 16,612.80 "," 195,729,700.00 "
4/22/2019," 16,607.20 "," 16,616.30 "," 16,552.80 "," 16,577.30 "," 16,577.30 "," 169,942,700.00 "
4/23/2019," 16,591.60 "," 16,672.70 "," 16,581.10 "," 16,669.40 "," 16,669.40 "," 221,708,500.00 "
4/24/2019," 16,642.10 "," 16,666.00 "," 16,572.10 "," 16,586.50 "," 16,586.50 "," 212,959,200.00 "
4/25/2019," 16,567.20 "," 16,593.20 "," 16,527.90 "," 16,576.10 "," 16,576.10 "," 278,775,000.00 "
4/26/2019," 16,554.30 "," 16,615.20 "," 16,515.50 "," 16,613.50 "," 16,613.50 "," 282,659,400.00 "
4/29/2019," 16,612.10 "," 16,642.10 "," 16,589.80 "," 16,600.40 "," 16,600.40 "," 180,944,800.00 "
4/30/2019," 16,582.70 "," 16,618.80 "," 16,544.60 "," 16,580.70 "," 16,580.70 "," 207,324,200.00 "
5/1/2019," 16,580.60 "," 16,604.90 "," 16,493.80 "," 16,502.80 "," 16,502.80 "," 220,860,600.00 "
5/2/2019," 16,485.00 "," 16,492.90 "," 16,402.20 "," 16,410.90 "," 16,410.90 "," 255,495,300.00 "
5/3/2019," 16,467.70 "," 16,496.60 "," 16,430.00 "," 16,494.40 "," 16,494.40 "," 202,157,100.00 "
5/6/2019," 16,332.80 "," 16,493.50 "," 16,327.10 "," 16,493.50 "," 16,493.50 "," 197,204,000.00 "
5/7/2019," 16,378.00 "," 16,408.50 "," 16,317.90 "," 16,357.80 "," 16,357.80 "," 248,842,000.00 "
5/8/2019," 16,349.10 "," 16,451.40 "," 16,347.20 "," 16,397.40 "," 16,397.40 "," 213,596,600.00 "
5/9/2019," 16,342.10 "," 16,379.00 "," 16,258.90 "," 16,321.80 "," 16,321.80 "," 224,368,300.00 "
5/10/2019," 16,278.30 "," 16,351.70 "," 16,139.00 "," 16,297.60 "," 16,297.60 "," 233,580,500.00 "
5/13/2019," 16,158.20 "," 16,199.90 "," 16,111.30 "," 16,193.40 "," 16,193.40 "," 232,643,800.00 "
5/14/2019," 16,227.40 "," 16,320.90 "," 16,206.20 "," 16,284.50 "," 16,284.50 "," 205,376,300.00 "
5/15/2019," 16,237.80 "," 16,341.30 "," 16,229.70 "," 16,318.10 "," 16,318.10 "," 203,556,400.00 "
5/16/2019," 16,361.10 "," 16,461.90 "," 16,349.70 "," 16,443.90 "," 16,443.90 "," 207,250,700.00 "
5/17/2019," 16,383.50 "," 16,456.10 "," 16,376.80 "," 16,401.80 "," 16,401.80 "," 182,489,100.00 "
5/21/2019," 16,383.30 "," 16,426.50 "," 16,354.30 "," 16,426.50 "," 16,426.50 "," 218,951,700.00 "
5/22/2019," 16,345.80 "," 16,355.10 "," 16,308.80 "," 16,327.40 "," 16,327.40 "," 197,464,300.00 "
5/23/2019," 16,228.50 "," 16,228.50 "," 16,105.50 "," 16,164.60 "," 16,164.60 "," 243,742,200.00 "
5/24/2019," 16,221.70 "," 16,251.50 "," 16,181.60 "," 16,230.00 "," 16,230.00 "," 192,188,500.00 "
5/27/2019," 16,241.40 "," 16,346.70 "," 16,238.30 "," 16,346.70 "," 16,346.70 "," 73,315,600.00 "
5/28/2019," 16,326.90 "," 16,355.50 "," 16,266.30 "," 16,297.50 "," 16,297.50 "," 396,196,700.00 "
5/29/2019," 16,196.00 "," 16,215.30 "," 16,105.00 "," 16,131.50 "," 16,131.50 "," 206,795,300.00 "
5/30/2019," 16,144.90 "," 16,151.60 "," 16,062.50 "," 16,089.20 "," 16,089.20 "," 171,203,300.00 "
5/31/2019," 15,997.70 "," 16,047.40 "," 15,963.30 "," 16,037.50 "," 16,037.50 "," 224,730,200.00 "
6/3/2019," 16,053.50 "," 16,105.90 "," 15,960.90 "," 16,015.90 "," 16,015.90 "," 223,718,800.00 "
6/4/2019," 16,075.60 "," 16,166.20 "," 16,027.30 "," 16,166.20 "," 16,166.20 "," 211,115,800.00 "
6/5/2019," 16,219.50 "," 16,224.80 "," 16,128.60 "," 16,212.70 "," 16,212.70 "," 230,596,500.00 "
6/6/2019," 16,237.40 "," 16,241.60 "," 16,175.10 "," 16,227.80 "," 16,227.80 "," 164,790,400.00 "
6/7/2019," 16,237.30 "," 16,277.40 "," 16,220.70 "," 16,231.00 "," 16,231.00 "," 171,066,300.00 "
6/10/2019," 16,234.40 "," 16,262.20 "," 16,201.60 "," 16,216.30 "," 16,216.30 "," 172,571,600.00 "
6/11/2019," 16,290.10 "," 16,302.00 "," 16,228.20 "," 16,248.80 "," 16,248.80 "," 178,845,100.00 "
6/12/2019," 16,201.70 "," 16,253.30 "," 16,199.90 "," 16,227.20 "," 16,227.20 "," 190,864,300.00 "
6/13/2019," 16,261.10 "," 16,267.10 "," 16,213.30 "," 16,239.30 "," 16,239.30 "," 184,289,900.00 "
6/14/2019," 16,228.10 "," 16,325.40 "," 16,190.90 "," 16,301.90 "," 16,301.90 "," 170,254,100.00 "
6/17/2019," 16,301.70 "," 16,360.10 "," 16,286.50 "," 16,353.50 "," 16,353.50 "," 185,238,200.00 "
6/18/2019," 16,451.50 "," 16,527.30 "," 16,448.80 "," 16,503.40 "," 16,503.40 "," 218,953,000.00 "
6/19/2019," 16,515.40 "," 16,529.60 "," 16,492.30 "," 16,511.80 "," 16,511.80 "," 190,088,100.00 "
6/20/2019," 16,585.90 "," 16,603.90 "," 16,548.40 "," 16,574.80 "," 16,574.80 "," 235,060,200.00 "
6/21/2019," 16,558.90 "," 16,558.90 "," 16,508.40 "," 16,525.40 "," 16,525.40 "," 493,939,000.00 "
6/24/2019," 16,527.10 "," 16,547.80 "," 16,506.80 "," 16,523.50 "," 16,523.50 "," 198,177,100.00 "
6/25/2019," 16,504.60 "," 16,514.80 "," 16,371.30 "," 16,371.30 "," 16,371.30 "," 207,158,600.00 "
6/26/2019," 16,393.90 "," 16,393.90 "," 16,302.40 "," 16,312.20 "," 16,312.20 "," 211,051,800.00 "
6/27/2019," 16,306.70 "," 16,319.60 "," 16,268.20 "," 16,307.70 "," 16,307.70 "," 177,472,300.00 "
6/28/2019," 16,328.70 "," 16,382.20 "," 16,302.60 "," 16,382.20 "," 16,382.20 "," 207,980,500.00 "
7/2/2019," 16,463.60 "," 16,472.60 "," 16,381.70 "," 16,471.30 "," 16,471.30 "," 178,238,300.00 "
7/3/2019," 16,486.70 "," 16,580.60 "," 16,480.40 "," 16,576.20 "," 16,576.20 "," 143,993,900.00 "
7/4/2019," 16,570.30 "," 16,598.30 "," 16,557.90 "," 16,588.90 "," 16,588.90 "," 56,637,400.00 "
7/5/2019," 16,529.40 "," 16,547.00 "," 16,469.90 "," 16,542.00 "," 16,542.00 "," 133,774,100.00 "
7/8/2019," 16,473.30 "," 16,495.30 "," 16,458.50 "," 16,463.00 "," 16,463.00 "," 172,378,100.00 "
7/9/2019," 16,436.70 "," 16,545.20 "," 16,421.70 "," 16,545.20 "," 16,545.20 "," 159,727,900.00 "
7/10/2019," 16,582.00 "," 16,641.80 "," 16,527.10 "," 16,563.30 "," 16,563.30 "," 188,751,200.00 "
7/11/2019," 16,563.90 "," 16,568.10 "," 16,525.10 "," 16,527.90 "," 16,527.90 "," 190,584,700.00 "
7/12/2019," 16,526.00 "," 16,528.40 "," 16,476.40 "," 16,488.10 "," 16,488.10 "," 160,587,500.00 "
7/15/2019," 16,505.60 "," 16,524.50 "," 16,474.90 "," 16,510.80 "," 16,510.80 "," 147,789,200.00 "
7/16/2019," 16,487.00 "," 16,522.00 "," 16,467.10 "," 16,502.40 "," 16,502.40 "," 178,472,900.00 "
7/17/2019," 16,509.10 "," 16,534.90 "," 16,469.00 "," 16,484.20 "," 16,484.20 "," 165,612,900.00 "
7/18/2019," 16,464.90 "," 16,514.50 "," 16,445.10 "," 16,494.20 "," 16,494.20 "," 203,717,800.00 "
7/19/2019," 16,536.90 "," 16,573.70 "," 16,485.50 "," 16,485.90 "," 16,485.90 "," 164,302,800.00 "
7/22/2019," 16,504.90 "," 16,530.30 "," 16,500.90 "," 16,518.90 "," 16,518.90 "," 138,546,100.00 "
7/23/2019," 16,582.50 "," 16,590.00 "," 16,530.20 "," 16,572.70 "," 16,572.70 "," 148,830,300.00 "
7/24/2019," 16,536.10 "," 16,623.90 "," 16,530.90 "," 16,611.80 "," 16,611.80 "," 171,778,800.00 "
7/25/2019," 16,613.10 "," 16,613.10 "," 16,458.40 "," 16,488.20 "," 16,488.20 "," 209,506,500.00 "
7/26/2019," 16,532.80 "," 16,556.50 "," 16,521.90 "," 16,531.00 "," 16,531.00 "," 167,192,900.00 "
7/29/2019," 16,549.40 "," 16,549.40 "," 16,476.30 "," 16,492.20 "," 16,492.20 "," 184,840,900.00 "
7/30/2019," 16,433.50 "," 16,473.90 "," 16,418.50 "," 16,466.10 "," 16,466.10 "," 181,417,800.00 "
7/31/2019," 16,447.30 "," 16,470.50 "," 16,282.10 "," 16,406.60 "," 16,406.60 "," 265,480,700.00 "
8/1/2019," 16,389.20 "," 16,505.90 "," 16,362.20 "," 16,377.00 "," 16,377.00 "," 304,393,300.00 "
8/2/2019," 16,368.60 "," 16,389.50 "," 16,206.40 "," 16,271.70 "," 16,271.70 "," 240,108,500.00 "
8/6/2019," 16,111.00 "," 16,188.20 "," 15,994.30 "," 16,149.50 "," 16,149.50 "," 317,366,800.00 "
8/7/2019," 16,092.70 "," 16,285.90 "," 16,064.30 "," 16,265.20 "," 16,265.20 "," 279,764,100.00 "
8/8/2019," 16,304.70 "," 16,420.70 "," 16,292.60 "," 16,404.50 "," 16,404.50 "," 230,997,900.00 "
8/9/2019," 16,372.00 "," 16,423.20 "," 16,305.60 "," 16,341.30 "," 16,341.30 "," 210,694,000.00 "
8/12/2019," 16,325.60 "," 16,334.30 "," 16,209.40 "," 16,237.80 "," 16,237.80 "," 193,944,600.00 "
8/13/2019," 16,235.30 "," 16,375.00 "," 16,232.70 "," 16,350.80 "," 16,350.80 "," 227,506,600.00 "
8/14/2019," 16,212.50 "," 16,260.20 "," 16,022.50 "," 16,045.90 "," 16,045.90 "," 235,438,100.00 "
8/15/2019," 16,026.70 "," 16,066.60 "," 15,964.40 "," 16,012.50 "," 16,012.50 "," 202,386,000.00 "
8/16/2019," 16,064.40 "," 16,162.40 "," 16,053.50 "," 16,149.80 "," 16,149.80 ", -   
8/19/2019," 16,218.30 "," 16,321.30 "," 16,206.60 "," 16,304.10 "," 16,304.10 ", -   
8/20/2019," 16,281.40 "," 16,281.40 "," 16,198.90 "," 16,213.30 "," 16,213.30 "," 165,281,200.00 "
8/21/2019," 16,247.50 "," 16,309.20 "," 16,240.30 "," 16,309.20 "," 16,309.20 "," 179,093,700.00 "
8/22/2019," 16,314.00 "," 16,335.10 "," 16,238.40 "," 16,253.50 "," 16,253.50 "," 145,756,500.00 "
8/23/2019," 16,214.80 "," 16,301.60 "," 16,003.10 "," 16,037.60 "," 16,037.60 "," 227,392,200.00 "
